"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"Southeast Asia",2010,"crude oil refining","Gasoline","Gasoline_crude oil",1.5631,3788845594.40244,0.959554104143,1.16411,1499879020.18592,5288724614.58836
"Taiwan",2010,"crude oil refining","Gasoline","Gasoline_crude oil",1.5631,2389437010.30544,0.5914012680576,0.597632,924419322.100835,3313856332.40628
"USA",2010,"crude oil refining","Gasoline","Gasoline_crude oil",1.5631,63251972637.2745,15.9869773684403,14.9590806,24989244324.6091,88241216961.8836
"Ukraine",2010,"crude oil refining","Gasoline","Gasoline_crude oil",1.5631,640652448.199267,0.15635711845657,0.1414151,244401811.859465,885054260.058732
"Africa_Eastern",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,52813321.2642327,0.01367522825507,0.0134371,21375749.2854999,74189070.5497326
"Africa_Northern",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,279581163.729463,0.07244635638128,0.0636184,113240899.659579,392822063.389042
"Africa_Southern",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,5695995.79942841,0.0014749091256,0.0014232,2305430.45422536,8001426.25365377
"Africa_Western",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,2105317.72171999,0.0005456325493,0.0004778,852878.23781083,2958195.95953082
"Argentina",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,266546461.749385,0.06950246346624,0.0582388,108639300.64408,375185762.393465
"Australia_NZ",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,124064520.830244,0.03144762952208,0.0305936,49155789.7059632,173220310.536207
"Brazil",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,978427963.567162,0.2527428135947,0.228259,395062291.929876,1373490255.49704
"Canada",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,1078676018.83545,0.27783074085696,0.2482848,434277231.033514,1512953249.86897
"Central America and Caribbean",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,33382058.0027756,0.00843646615992,0.0078174,13187040.254571,46569098.2573465
"Central Asia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,173785956.94325,0.0448122274574,0.0413795,70045992.738662,243831949.681912
"China",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,4211676980.83435,1.05224293512611,0.9315943,1644760931.89562,5856437912.72997
"Colombia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,82400679.8646476,0.02158402151038,0.0147766,33737984.022875,116138663.887523
"EU-12",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,631261732.436355,0.15690379765605,0.1378599,245256326.116172,876518058.552526
"EU-15",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,3272464138.17021,0.8152418837473,0.773239,1274304588.4854,4546768726.65561
"Europe_Non_EU",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,638421460.092721,0.1589326168943,0.1368977,248427573.46748,886849033.560201
"European Free Trade Association",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,21808352.871544,0.00563064553021,0.0050993,8801262.02827125,30609614.8998153
"India",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,1146740176.10652,0.28874881287959,0.2611643,451343269.412087,1598083445.5186
"Indonesia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,32105819.8674991,0.00825250995756,0.0074092,12899498.314662,45005318.1821611
"Japan",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,462377453.048334,0.11429655758595,0.1114241,178656949.162598,641034402.210932
"Mexico",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,502497164.838187,0.13035809413788,0.1022581,203762736.94692,706259901.785107
"Middle East",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,1441669719.56258,0.37189895226315,0.3488329,581315252.28253,2022984971.84511
"Pakistan",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,35006952.5841039,0.0087816836874,0.008242,13726649.7717749,48733602.3558788
"Russia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,927702587.941444,0.23701540847922,0.2176242,370478784.993869,1298181372.93531
"South Africa",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,96840785.6566165,0.0232404097548,0.018196,36327084.4877279,133167870.144344
"South America_Northern",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,239274469.897789,0.0615040066764,0.0478124,96136912.8358808,335411382.73367
"South America_Southern",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,109993618.286898,0.02820258385416,0.0248841,44083458.8224375,154077077.109335
"South Asia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,13818927.417839,0.00348593093634,0.0033069,5448858.64659305,19267786.0644321
"South Korea",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,605188123.175497,0.1495157445621,0.1420026,233708060.325018,838896183.500516
"Southeast Asia",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,372081555.375834,0.09423249764104,0.1143208,147294817.06271,519376372.438544
"Taiwan",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,247850834.135128,0.0613447004313,0.061991,95887901.244165,343738735.379293
"USA",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,8871347707.38693,2.24223892334358,2.0980722,3504843661.07835,12376191368.4653
"Ukraine",2010,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.5631,83134126.9862291,0.02028964780749,0.0183507,31714748.4878876,114848875.474117
"Africa_Eastern",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,92120179.2891943,0.02385315766026,0.0234378,37284870.7387524,129405050.027947
"Africa_Northern",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,1187892543.76689,0.30781217668754,0.2703037,481141213.380294,1669033757.14718
"Africa_Southern",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,64611050.7217766,0.0167302490521,0.0161437,26151052.2933375,90762103.0151141
"Africa_Western",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,284907914.94208,0.0738392264226,0.0646596,115418094.821166,400326009.763246
"Argentina",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,273199276.312853,0.07123719668352,0.0596924,111350862.13601,384550138.448863
"Australia_NZ",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,947959981.370582,0.24028702240095,0.2337615,375592644.714925,1323552626.08551
"Brazil",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,690983806.231522,0.17849161904431,0.1612007,279000249.728161,969984055.959683
"Canada",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,701792739.79154,0.1807582568071,0.1615355,282543231.215178,984335971.006718
"Central America and Caribbean",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,267854142.078197,0.0676933221208,0.062726,105811431.807022,373665573.88522
"Central Asia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,384223218.702847,0.09907531410348,0.0914859,154864623.47515,539087842.177996
"China",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,3620999685.02164,0.90466846199185,0.8009405,1414087272.93946,5035086957.9611
"Colombia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,271844285.057844,0.07120685054784,0.0487488,111303428.091329,383147713.149172
"EU-12",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,340778097.177148,0.0847023902411,0.0744218,132398306.185863,473176403.363011
"EU-15",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,6356748648.59422,1.58360413559359,1.5020137,2475331624.34634,8832080272.94056
"Europe_Non_EU",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,604122868.425045,0.150394111737,0.129543,235081036.056105,839203904.48115
"European Free Trade Association",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,120912696.655397,0.03121815475834,0.0282722,48797097.7027613,169709794.358159
"India",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,3338789964.91516,0.84070625492238,0.7603926,1314107947.06917,4652897911.98433
"Indonesia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,844085109.136442,0.21696442566876,0.1947932,339137093.762839,1183222202.89928
"Japan",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,4803453556.9689,1.1873810075859,1.1575402,1855995252.95752,6659448809.92642
"Mexico",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,516841155.428298,0.13407922015908,0.1051771,209579229.030658,726420384.458956
"Middle East",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,7288676908.79286,1.88021657733585,1.7636011,2938966532.03367,10227643440.8265
"Pakistan",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,123164839.801423,0.03089656724466,0.0289978,48294424.2601281,171459264.061551
"Russia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,2038538709.37081,0.52081894691526,0.4782086,814092095.923243,2852630805.29405
"South Africa",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,288268451.016586,0.06918032392635,0.0541645,108135764.329278,396404215.345864
"South America_Northern",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,790615046.89316,0.2032226553186,0.1579826,317657332.528504,1108272379.42166
"South America_Southern",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,444795625.58893,0.11404648855096,0.1006271,178266066.254006,623061691.842936
"South Asia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,98882910.7610098,0.02494397627794,0.0236629,38989929.320048,137872840.081058
"South Korea",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,3398026475.36234,0.83950500522,0.79732,1312230273.65938,4710256749.02172
"Southeast Asia",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,2580116916.36611,0.65343432836786,0.7927322,1021383198.6718,3601500115.03791
"Taiwan",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,683554296.901917,0.16918415351838,0.1709666,264451750.36458,948006047.266497
"USA",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,12878159091.3166,3.25496311586536,3.0456824,5087832846.40915,17965991937.7258
"Ukraine",2010,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.5631,66991318.5543965,0.01634984703518,0.0147874,25556445.9006899,92547764.4550864
"Africa_Eastern",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,78827923.4316426,0.02041132464303,0.0200559,31904941.5495202,110732864.981163
"Africa_Northern",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,2386490476.45971,0.61839838296628,0.5430434,966618512.414592,3353108988.8743
"Africa_Southern",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,113903907.006557,0.02949403718,0.02846,46102129.516058,160006036.522615
"Africa_Western",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,120754379.856652,0.03129576093935,0.0274051,48918403.924298,169672783.78095
"Argentina",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,725036875.653051,0.18905465347776,0.1584162,295511328.851087,1020548204.50414
"Australia_NZ",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,595637926.80871,0.15098112438777,0.1468809,235998595.530523,831636522.339233
"Brazil",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,1045419667.16442,0.27004778880508,0.2438876,422111698.681221,1467531365.84564
"Canada",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,790760502.815761,0.20367336670274,0.1820137,318361839.493053,1109122342.30881
"Central America and Caribbean",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,248914412.518534,0.06290678716556,0.0582907,98329599.0184869,347244011.537021
"Central Asia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,628492874.119877,0.1620623790656,0.149648,253319704.717439,881812578.837316
"China",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,4566208226.5379,1.14081881600934,1.0100142,1783213891.3042,6349422117.8421
"Colombia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,142032794.843776,0.03720404860886,0.0254702,58153648.3805091,200186443.224285
"EU-12",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,454537624.799967,0.11297798653725,0.0992655,176595890.756376,631133515.556343
"EU-15",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,2984396438.19547,0.74347796382075,0.7051725,1162130405.24821,4146526843.44369
"Europe_Non_EU",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,340573025.419619,0.0847843713864,0.0730296,132526450.914082,473099476.333701
"European Free Trade Association",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,1287360845.36947,0.33238056227553,0.3010149,519544056.892881,1806904902.26235
"India",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,2018140784.09003,0.50816720977582,0.4596214,794316165.600584,2812456949.69061
"Indonesia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,511568098.436183,0.13149394233624,0.1180568,205538181.265777,717106279.70196
"Japan",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,767507539.90899,0.1897226371107,0.1849546,296555454.067735,1064062993.97673
"Mexico",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,1502894439.63376,0.38988171187824,0.3058388,609424103.836877,2112318543.47064
"Middle East",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,11197965174.7842,2.88867239109735,2.7095101,4515283814.52427,15713248989.3084
"Pakistan",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,77163104.7058883,0.01935678280584,0.0181672,30256587.2038085,107419691.909697
"Russia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,2698795967.04427,0.68950570672704,0.6330944,1077766370.18504,3776562337.22931
"South Africa",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,95516649.1721493,0.02292263585136,0.0179472,35830372.0992608,131347021.27141
"South America_Northern",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,655632685.846274,0.1685262832461,0.1310101,263423433.341979,919056119.188253
"South America_Southern",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,497031775.745271,0.12743994198896,0.1124446,199201373.322943,696233149.068215
"South Asia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,9525611.61479454,0.0024029089387,0.0022795,3755986.96208197,13281598.5768765
"South Korea",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,690411540.909683,0.1705707558366,0.1619996,266619148.44819,957030689.357872
"Southeast Asia",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,1446566282.76598,0.36635396691638,0.4444526,572647885.686994,2019214168.45298
"Taiwan",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,288578238.466684,0.07142499903825,0.0721775,111644415.996689,400222654.463372
"USA",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,7916413394.51527,2.00087865248256,1.8722304,3127573421.69549,11043986816.2108
"Ukraine",2010,"crude oil refining","LPG","LPG_crude oil",1.5631,141470312.515336,0.03452713007532,0.0312276,53969357.0207327,195439669.536068
"Africa_Eastern",2010,"crude oil refining","Other","Other_crude oil",1.5631,3989759.87492261,0.00103308929767,0.0010151,1614821.88118798,5604581.75611059
"Africa_Northern",2010,"crude oil refining","Other","Other_crude oil",1.5631,2955469153.36191,0.76583475332238,0.6725139,1197076302.91821,4152545456.28013
"Africa_Southern",2010,"crude oil refining","Other","Other_crude oil",1.5631,30301000.700866,0.007846077143,0.007571,12264203.1822233,42565203.8830893
"Africa_Western",2010,"crude oil refining","Other","Other_crude oil",1.5631,160173347.772682,0.0415119253372,0.0363512,64887290.4945773,225060638.26726
"Argentina",2010,"crude oil refining","Other","Other_crude oil",1.5631,825441467.927715,0.2152353292992,0.180354,336434343.22758,1161875811.15529
"Australia_NZ",2010,"crude oil refining","Other","Other_crude oil",1.5631,294756645.70049,0.07471433195509,0.0726853,116785972.279001,411542617.979491
"Brazil",2010,"crude oil refining","Other","Other_crude oil",1.5631,2198553468.75896,0.5679197756232,0.512904,887715401.276624,3086268870.03559
"Canada",2010,"crude oil refining","Other","Other_crude oil",1.5631,2683447977.87856,0.6911661395328,0.617664,1080361792.70372,3763809770.58228
"Central America and Caribbean",2010,"crude oil refining","Other","Other_crude oil",1.5631,95085530.1959224,0.02403044946268,0.0222671,37561995.5551151,132647525.751038
"Central Asia",2010,"crude oil refining","Other","Other_crude oil",1.5631,229556467.897623,0.05919314100336,0.0546588,92524798.702352,322081266.599975
"China",2010,"crude oil refining","Other","Other_crude oil",1.5631,13812949171.6763,3.45101921284408,3.0553304,5394288131.59658,19207237303.2729
"Colombia",2010,"crude oil refining","Other","Other_crude oil",1.5631,37367659.3920796,0.0097880789993,0.006701,15299746.2838058,52667405.6758854
"EU-12",2010,"crude oil refining","Other","Other_crude oil",1.5631,1689207893.30402,0.41986250689875,0.3689025,656287084.533436,2345494977.83745
"EU-15",2010,"crude oil refining","Other","Other_crude oil",1.5631,11066054260.3404,2.75679443377923,2.6147589,4309145379.44031,15375199639.7808
"Europe_Non_EU",2010,"crude oil refining","Other","Other_crude oil",1.5631,634464486.316765,0.1579475431828,0.1360492,246887804.749035,881352291.0658
"European Free Trade Association",2010,"crude oil refining","Other","Other_crude oil",1.5631,693025600.620828,0.17893059248635,0.1620455,279686409.115414,972712009.736242
"India",2010,"crude oil refining","Other","Other_crude oil",1.5631,4700124567.89709,1.18348987647261,1.0704297,1849913025.91434,6550037593.81143
"Indonesia",2010,"crude oil refining","Other","Other_crude oil",1.5631,1015839459.02282,0.26111232435321,0.2344297,408144674.196503,1423984133.21932
"Japan",2010,"crude oil refining","Other","Other_crude oil",1.5631,4343539785.42102,1.0736934552891,1.0467098,1678290239.96239,6021830025.38342
"Mexico",2010,"crude oil refining","Other","Other_crude oil",1.5631,1190643602.33762,0.30887742590184,0.2422958,482806304.427166,1673449906.76478
"Middle East",2010,"crude oil refining","Other","Other_crude oil",1.5631,12547551140.1436,3.236817045657,3.036062,5059468724.06646,17607019864.21
"Pakistan",2010,"crude oil refining","Other","Other_crude oil",1.5631,181309001.01288,0.04548234504984,0.0426872,71093453.5474049,252402454.560285
"Russia",2010,"crude oil refining","Other","Other_crude oil",1.5631,5246825482.06363,1.34049263310774,1.2308214,2095324034.81071,7342149516.87434
"South America_Northern",2010,"crude oil refining","Other","Other_crude oil",1.5631,692629037.705068,0.1780359642108,0.1384028,278288015.657901,970917053.362969
"South America_Southern",2010,"crude oil refining","Other","Other_crude oil",1.5631,194327761.079185,0.04982602684032,0.0439632,77883062.5541042,272210823.633289
"South Asia",2010,"crude oil refining","Other","Other_crude oil",1.5631,43919358.6626412,0.011078996686,0.01051,17317579.7198866,61236938.3825278
"South Korea",2010,"crude oil refining","Other","Other_crude oil",1.5631,4473197646.80542,1.1051331827634,1.0496004,1727433677.97747,6200631324.78289
"Southeast Asia",2010,"crude oil refining","Other","Other_crude oil",1.5631,3258825441.98807,0.82532244971003,1.0012631,1290061521.14175,4548886963.12982
"Taiwan",2010,"crude oil refining","Other","Other_crude oil",1.5631,1226961783.23959,0.30368105597115,0.3068805,474683858.588505,1701645641.82809
"USA",2010,"crude oil refining","Other","Other_crude oil",1.5631,10124968073.5658,2.55909228912948,2.3945532,4000117157.13829,14125085230.7041
"Ukraine",2010,"crude oil refining","Other","Other_crude oil",1.5631,127810560.043284,0.03119334193268,0.0282124,48758312.7749721,176568872.818256
"Africa_Eastern",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,174421799.674296,0.04516394474175,0.0443775,70595762.0258294,245017561.700126
"Africa_Northern",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,3094291152.41906,0.80180694788334,0.7041027,1253304440.23645,4347595592.65551
"Africa_Southern",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,113641359.701581,0.0294260537352,0.0283944,45995864.5934911,159637224.295072
"Africa_Western",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,393620829.18568,0.10201421584515,0.0893319,159458420.787554,553079249.973234
"Argentina",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,467562974.655705,0.12191787634656,0.1021597,190569832.517308,658132807.173012
"Australia_NZ",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,201494138.180815,0.05107433588569,0.0496873,79834294.422922,281328432.603737
"Brazil",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,2040864533.34031,0.52718632697445,0.4761165,824044947.693763,2864909481.03407
"Canada",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,859142235.411821,0.2212862060507,0.1977535,345892468.677849,1205034704.08967
"Central America and Caribbean",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1069699937.80685,0.2703394537816,0.250502,422567600.206019,1492267538.01287
"Central Asia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,845273945.929445,0.21796127256228,0.2012649,340695265.1421,1185969211.07154
"China",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1745785601.13922,0.43616606245043,0.3861559,681771172.216267,2427556773.35549
"Colombia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,543662918.53634,0.1424069819249,0.097493,222596353.446811,766259271.983151
"EU-12",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,712163664.67833,0.17701244634205,0.1555279,276688154.877258,988851819.555589
"EU-15",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,11129082837.4258,2.77249622110019,2.6296517,4333688843.20171,15462771680.6276
"Europe_Non_EU",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1067693188.89941,0.2657981962689,0.2289471,415469160.587918,1483162349.48732
"European Free Trade Association",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,91859983.0031366,0.0237171053563,0.021479,37072207.3824325,128932190.385569
"India",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,2852333983.15781,0.71821679290011,0.6496047,1122644668.98216,3974978652.13997
"Indonesia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1229634441.33543,0.31606638650433,0.2837681,494043368.744918,1723677810.08035
"Japan",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,3447867276.25822,0.85228931058705,0.8308699,1332213421.37862,4780080697.63684
"Mexico",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,2764571507.94508,0.71718667905252,0.5625899,1121034498.02699,3885606005.97208
"Middle East",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,12219195954.2647,3.15211321374495,2.9566117,4927068164.40473,17146264118.6695
"Pakistan",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,404880338.788967,0.10156642621062,0.0953246,158758480.80982,563638819.598787
"Russia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,8100035634.72356,2.06944906655949,1.9001389,3234755835.93914,11334791470.6627
"South Africa",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,593415384.536547,0.14241124334052,0.1115004,222603014.465567,816018399.002114
"South America_Northern",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,2297614225.43586,0.5905873732428,0.4591148,923147123.115821,3220761348.55168
"South America_Southern",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1050764582.99005,0.26941814192768,0.2377168,421127497.647157,1471892080.63721
"South Asia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,183452958.024835,0.04627742243702,0.0439007,72336239.011306,255789197.036141
"South Korea",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,2505540779.61902,0.61901048756505,0.5879053,967575293.11293,3473116072.73195
"Southeast Asia",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,7296486792.83256,1.84789104581917,2.2418209,2888438493.71994,10184925286.5525
"Taiwan",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,1177865799.90578,0.29152947939687,0.2946009,455689729.245248,1633555529.15103
"USA",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,3643241562.28988,0.9208316828014,0.861626,1439352003.38687,5082593565.67675
"Ukraine",2010,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.5631,249902072.75282,0.06099089779768,0.0551624,95334872.3475536,345236945.100373
"Africa_Eastern",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,423596539.145836,0.09112758162414,0.0897222,132745548.151885,556342087.297721
"Africa_Northern",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4228786998.64548,0.9212106751392,0.8441592,1341927590.47527,5570714589.12075
"Africa_Southern",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,216756584.478607,0.04710225811875,0.0424273,68613859.4015831,285370443.88019
"Africa_Western",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,621787873.944104,0.1354649657118,0.113709,197331815.552379,819119689.496483
"Argentina",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,2018375366.5286,0.44223443760624,0.3521604,644202905.26101,2662578271.78961
"Australia_NZ",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,2421326745.51756,0.51500581693256,0.4920943,750208973.52566,3171535719.04322
"Brazil",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,9443153122.12431,2.0580321992933,1.614121,2997935504.71055,12441088626.8349
"Canada",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,6603848060.42755,1.4334146560944,1.3693635,2088055129.53271,8691903189.96027
"Central America and Caribbean",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,717811111.993952,0.15433017921482,0.1389346,224812772.062228,942623884.05618
"Central Asia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,2314300096.61384,0.50188847878078,0.4722406,731100947.039962,3045401043.6538
"China",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,41340240865.0336,8.74870137409707,7.8078249,12744233291.6472,54084474156.6808
"Colombia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,484756179.885644,0.10638550534791,0.0771899,154971765.640301,639727945.525945
"EU-12",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,7000211695.3313,1.4735850473883,1.3575342,2146571338.53054,9146783033.86184
