"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"South Africa",2021,"crude oil refining","Other","Other_crude oil",1.4567,54823649.5838287,0.01783502280918,0.0113623,25980277.7261325,80803927.3099612
"South America_Northern",2021,"crude oil refining","Other","Other_crude oil",1.4567,122863511.749024,0.04664013170484,0.0406564,67940679.8544404,190804191.603465
"South America_Southern",2021,"crude oil refining","Other","Other_crude oil",1.4567,83566203.2394039,0.03040774792562,0.0264134,44294966.4032507,127861169.642655
"South Asia",2021,"crude oil refining","Other","Other_crude oil",1.4567,69683471.5844885,0.02535677902875,0.0229975,36937220.0111801,106620691.595669
"South Korea",2021,"crude oil refining","Other","Other_crude oil",1.4567,4803445633.60686,1.71268170718469,1.5574397,2494863442.85594,7298309076.4628
"Southeast Asia",2021,"crude oil refining","Other","Other_crude oil",1.4567,2758827302.51393,1.01037801435012,0.9868989,1471817653.50382,4230644956.01775
"Taiwan",2021,"crude oil refining","Other","Other_crude oil",1.4567,1225372916.10242,0.44272229895292,0.4578604,644913572.884719,1870286488.98714
"USA",2021,"crude oil refining","Other","Other_crude oil",1.4567,9979156104.0885,3.77770811908326,3.5402982,5502987417.06859,15482143521.1571
"Ukraine",2021,"crude oil refining","Other","Other_crude oil",1.4567,280445893.760601,0.09969128430684,0.0195092,145220293.849774,425666187.610375
"Africa_Eastern",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,34218637.7490091,0.012602435788,0.0124562,18357968.2123796,52576605.9613887
"Africa_Northern",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,1851538433.81884,0.70563430987808,0.6225274,1027897499.1994,2879435933.01824
"Africa_Southern",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,84701147.0303418,0.03252532372448,0.0322144,47379639.06945,132080786.099792
"Africa_Western",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,140666595.566541,0.05437223347725,0.0505275,79204032.5063101,219870628.072851
"Argentina",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,214836094.721567,0.08302350225596,0.0690172,120940335.736257,335776430.457824
"Australia_NZ",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,86283437.0524088,0.03120871678316,0.0310982,45461737.7380292,131745174.790438
"Brazil",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,2280293907.87936,0.86867599538106,0.7021914,1265400322.47159,3545694230.35095
"Canada",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,469772167.056319,0.17625073538796,0.1469374,256744446.239641,726516613.295961
"Central America and Caribbean",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,243785917.515653,0.08865329305848,0.0817612,129141251.998288,372927169.513941
"Central Asia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,577825822.88979,0.2190641117765,0.2115422,319110691.624828,896936514.514617
"China",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,4753267517.71643,1.69717355652,1.474525,2472272719.78268,7225540237.49911
"Colombia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,382955909.438117,0.14711084647206,0.1162218,214296370.05585,597252279.493966
"EU-12",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,456404796.821409,0.16374353417599,0.1495033,238525206.234165,694930003.055573
"EU-15",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,4903759880.88936,1.76984289354313,1.5950921,2578130143.02428,7481890023.91363
"Europe_Non_EU",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,517459172.566035,0.1863636568,0.170413,271475938.86056,788935111.426595
"European Free Trade Association",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,15579904.5821154,0.00578601474875,0.0053975,8428487.68450413,24008392.2666196
"India",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,897185030.374357,0.32811970689276,0.3058863,477971977.030684,1375157007.40504
"Indonesia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,367811700.602335,0.13586344940196,0.1039638,197912286.743835,565723987.346171
"Japan",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,1582130266.50268,0.5672750229201,0.5683623,826349525.88771,2408479792.39039
"Mexico",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,1665891967.99521,0.65502073957216,0.5455502,954168711.334766,2620060679.32998
"Middle East",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,7814127318.86713,2.98771449586344,2.9322573,4352203706.12427,12166331024.9914
"Pakistan",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,325902614.924871,0.11908206874655,0.0981617,173466849.543099,499369464.46797
"Russia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,5797410563.6569,2.18051591785635,2.1351117,3176357537.54135,8973768101.19824
"South Africa",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,151787343.525342,0.04937888583612,0.0314582,71930222.997476,223717566.522819
"South America_Northern",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,366822364.904289,0.13924918120821,0.1213841,202844282.266,569666647.170289
"South America_Southern",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,760766169.965647,0.27682466152473,0.2404611,403250484.443074,1164016654.40872
"South Asia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,99681831.133479,0.0362727359553,0.0328978,52838494.4660855,152520325.599565
"South Korea",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,812660661.748191,0.28975638649617,0.2634921,422088128.208971,1234748789.95716
"Southeast Asia",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,1109817162.9988,0.40645344506364,0.3970083,592080733.424204,1701897896.42301
"Taiwan",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,482795329.586003,0.17443200794572,0.1803964,254095105.97453,736890435.560533
"USA",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,1441406017.10245,0.54565848623938,0.5113666,794860716.904905,2236266734.00736
"Ukraine",2021,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",1.4567,47242192.6708855,0.01679338141728,0.0032864,24462918.7105518,71705111.3814373
"EU-12",1990,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,2720337.128256,0.0045538944,0.0021562,32502510.50112,35222847.629376
"EU-15",1990,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,116157.8170368,0.0001803648,0.0000854,1287317.68704,1403475.5040768
"South Africa",1990,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,103318452.762624,0.1729584384,0.0818932,1234456262.39232,1337774715.15494
"EU-12",1990,"ctl","Gasoline","Gasoline_coal",9.8517,1493523.370944,0.0025001856,0.0011838,24631078.47552,26124601.846464
"EU-15",1990,"ctl","Gasoline","Gasoline_coal",9.8517,63791.5880448,0.0000990528,0.0000469,975838.46976,1039630.0578048
"South Africa",1990,"ctl","Gasoline","Gasoline_coal",9.8517,56723891.05152,0.094957632,0.044961,935494103.1744,992217994.22592
"EU-12",1990,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,1120205.609952,0.0018752448,0.0008879,13750232.496,14870438.105952
"EU-15",1990,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,47877.6950784,0.0000743424,0.0000352,545115.648,592993.3430784
"South Africa",1990,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,42542855.207424,0.0712181184,0.0337207,522206853.168,564749708.375424
"EU-12",2005,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,8027329.4601984,0.0155555136,0.0073653,111024367.21728,119051696.677478
"South Africa",2005,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,47651932.174176,0.0923406528,0.0437219,659062941.22944,706714873.403616
"EU-12",2005,"ctl","Gasoline","Gasoline_coal",9.8517,4407167.6833536,0.0085402944,0.0040437,84136418.34048,88543586.0238336
"South Africa",2005,"ctl","Gasoline","Gasoline_coal",9.8517,26161866.485568,0.0506968704,0.0240042,499450358.11968,525612224.605248
"EU-12",2005,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,3305403.0096384,0.0064052736,0.0030328,46966668.672,50272071.6816384
"South Africa",2005,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,19621345.369824,0.0380225472,0.0180031,278800327.344,298421672.713824
"China",2010,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,27250967.0870976,0.0298934592,0.0141541,213358586.34816,240609553.435258
"EU-12",2010,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,20245156.8033792,0.0220932096,0.0104608,157685864.87808,177931021.681459
"South Africa",2010,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,91517620.190304,0.100952544,0.0477995,720528592.2912,812046212.481504
"China",2010,"ctl","Gasoline","Gasoline_coal",9.8517,14961356.7897024,0.0164121408,0.0077709,161687487.51936,176648844.309062
"EU-12",2010,"ctl","Gasoline","Gasoline_coal",9.8517,11115018.4071168,0.0121296384,0.0057432,119497558.62528,130612577.032397
"South Africa",2010,"ctl","Gasoline","Gasoline_coal",9.8517,50245039.2763968,0.0554250048,0.0262429,546030519.78816,596275559.064557
"China",2010,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,11221065.7249152,0.0123091584,0.0058282,90256903.968,101477969.692915
"EU-12",2010,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,8336263.8053376,0.0090972288,0.0043074,66705430.176,75041693.9813376
"South Africa",2010,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,37683827.3226624,0.0415688064,0.0196822,304803272.928,342487100.250662
"China",2015,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,69913502.8905984,0.0903116544,0.0427612,644581370.94912,714494873.839718
"EU-12",2015,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,27743385.8382912,0.0362058048,0.0171429,258411690.59904,286155076.437331
"South Africa",2015,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,129229501.234944,0.169441536,0.080228,1209355074.8928,1338584576.12774
"China",2015,"ctl","Gasoline","Gasoline_coal",9.8517,38383986.5266176,0.0495830016,0.0234768,488476856.86272,526860843.389338
"EU-12",2015,"ctl","Gasoline","Gasoline_coal",9.8517,15231681.8527104,0.0198777216,0.0094118,195829349.88672,211061031.73943
"South Africa",2015,"ctl","Gasoline","Gasoline_coal",9.8517,70949618.5246464,0.0930268416,0.0440468,916472535.39072,987422153.915366
"China",2015,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,28787989.8949632,0.0371872512,0.0176076,272675519.424,301463509.318963
"EU-12",2015,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,11423842.3075392,0.0149083968,0.0070589,109315819.536,120739661.843539
"South Africa",2015,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,53212213.8934848,0.0697701312,0.0330351,511589487.024,564801700.917485
"China",2021,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,344477184.383059,0.4713525696,0.2231783,3364184695.00608,3708661879.38914
"EU-12",2021,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,38700061.1002368,0.0512654208,0.0242734,365896687.87584,404596748.976077
"South Africa",2021,"ctl","Distillate_FuelOil","Distillate_FuelOil_coal",7.1373,114762196.292198,0.1583949312,0.0749976,1130512142.45376,1245274338.74596
"China",2021,"ctl","Gasoline","Gasoline_coal",9.8517,189124631.833421,0.2587816704,0.1225292,2549439382.27968,2738564014.1131
"EU-12",2021,"ctl","Gasoline","Gasoline_coal",9.8517,21246976.700928,0.028145568,0.0133265,277281692.2656,298528668.966528
"South Africa",2021,"ctl","Gasoline","Gasoline_coal",9.8517,63006768.0135168,0.0869620224,0.0411752,856723756.07808,919730524.091597
"China",2021,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,141843473.875066,0.1940862528,0.0918969,1423137448.656,1564980922.53107
"EU-12",2021,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,15935272.3842048,0.0211092288,0.0099949,154783420.176,170718692.560205
"South Africa",2021,"ctl","Jet_Kerosene","Jet_Kerosene_coal",7.3325,47255076.0101376,0.0652215168,0.0308814,478236771.936,525491847.946138
"Australia_NZ",1990,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,29965684.69012,0.023113823,0.0139745,117919790.7991,147885475.48922
"South Africa",1990,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,41061609.85839,0.031466523,0.0190245,160532760.3891,201594370.24749
"Australia_NZ",1990,"gtl","Gasoline","Gasoline_natural gas",6.9969,5186446.853912,0.0040005298,0.0024187,27991306.95762,33177753.811532
"South Africa",1990,"gtl","Gasoline","Gasoline_natural gas",6.9969,7106812.940194,0.0054461258,0.0032927,38105997.61002,45212810.550214
"Australia_NZ",1990,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,13253990.98856,0.010223374,0.006181,53582747.8088,66836738.79736
"South Africa",1990,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,18161903.255034,0.0139179138,0.0084147,72946569.80856,91108473.063594
"Australia_NZ",1990,"gtl","LPG","LPG_natural gas",7.737,576176.569912,0.0004444298,0.0002687,3438553.3626,4014729.932512
"South Africa",1990,"gtl","LPG","LPG_natural gas",7.737,789741.809098,0.0006051986,0.0003659,4682421.5682,5472163.377298
"Australia_NZ",1990,"gtl","Other","Other_natural gas",5.1237,8643935.135736,0.0066674394,0.0040311,34161959.25378,42805894.389516
"South Africa",1990,"gtl","Other","Other_natural gas",5.1237,11844616.288516,0.0090768212,0.0054878,46506908.78244,58351525.070956
"South Africa",2005,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,85738680.556128,0.0529604184,0.0320196,270188166.55128,355926847.107408
"Southeast Asia",2005,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,49362152.6472,0.03463476,0.02094,176696155.092,226058307.7392
"South Africa",2005,"gtl","Gasoline","Gasoline_natural gas",6.9969,14839242.835824,0.0091661372,0.0055418,64134545.37468,78973788.210504
"Southeast Asia",2005,"gtl","Gasoline","Gasoline_natural gas",6.9969,8543376.963896,0.0059944268,0.0036242,41942404.87692,50485781.840816
"South Africa",2005,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,37922836.743,0.023424775,0.0141625,122773930.73,160696767.473
"Southeast Asia",2005,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,21833205.425172,0.0153191826,0.0092619,80290899.84312,102124105.268292
"South Africa",2005,"gtl","LPG","LPG_natural gas",7.737,1648923.768144,0.0010185332,0.0006158,7880391.3684,9529315.136544
"Southeast Asia",2005,"gtl","LPG","LPG_natural gas",7.737,949290.299476,0.0006660658,0.0004027,5153351.0946,6102641.394076
"South Africa",2005,"gtl","Other","Other_natural gas",5.1237,24732249.905952,0.0152770056,0.0092364,78274793.59272,103007043.498672
"Southeast Asia",2005,"gtl","Other","Other_natural gas",5.1237,14239118.760752,0.0099908216,0.0060404,51189972.63192,65429091.392672
"Middle East",2010,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,108597417.5034,0.040899285,0.0247275,208655882.2845,317253299.7879
"South Africa",2010,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,176769751.36022,0.058612798,0.035437,299024911.5566,475794662.91682
"Southeast Asia",2010,"gtl","Distillate_FuelOil","Distillate_FuelOil_natural gas",5.1017,82882304.422512,0.0312146188,0.0188722,159247620.73196,242129925.154472
"Middle East",2010,"gtl","Gasoline","Gasoline_natural gas",6.9969,18795884.235408,0.0070787892,0.0042798,49529580.15348,68325464.388888
"South Africa",2010,"gtl","Gasoline","Gasoline_natural gas",6.9969,30594630.358598,0.0101444782,0.0061333,70979899.51758,101574529.876178
"Southeast Asia",2010,"gtl","Gasoline","Gasoline_natural gas",6.9969,14344828.421448,0.0054024602,0.0032663,37800473.77338,52145302.194828
"Middle East",2010,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,48033633.594912,0.0180901288,0.0109372,94813983.06656,142847616.661472
"South Africa",2010,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,78186831.836646,0.0259249614,0.0156741,135877907.68968,214064739.526326
"Southeast Asia",2010,"gtl","Jet_Kerosene","Jet_Kerosene_natural gas",5.2412,36659396.345208,0.0138064342,0.0083473,72362282.92904,109021679.274248
"Middle East",2010,"gtl","LPG","LPG_natural gas",7.737,2088285.18948,0.000786477,0.0004755,6084972.549,8173257.73848
"South Africa",2010,"gtl","LPG","LPG_natural gas",7.737,3399514.22389,0.001127201,0.0006815,8721154.137,12120668.36089
