# File: A44.bld_materials_subsector_shares_reg.csv
# Title: Building sub-type shares by GCAM region
# Units: unitless
# Description: Building materials sub-type shares based on floorspace (stock) data from Deetman et al. 2020 for 26 IMAGE regions (reprocessed for GCAM regions). There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: cccnn
# ----------
region,sector,subsector,year,flsp_share
Argentina,resid materials,detached urban,1975,0.191338391
Argentina,comm materials,others commercial,1975,0.86271126
Argentina,resid materials,high-rise rural,1975,0.014831632
Argentina,resid materials,high-rise urban,1975,0.14851604
Argentina,comm materials,hotels commercial,1975,0.054244743
Argentina,comm materials,office commercial,1975,0.046497053
Argentina,comm materials,retail commercial,1975,0.036546944
Argentina,resid materials,semi-detached rural,1975,0.030810299
Argentina,resid materials,semi-detached urban,1975,0.14750757
Australia_NZ,resid materials,apartments rural,1975,0.006937233
Australia_NZ,resid materials,apartments urban,1975,0.128048899
Australia_NZ,resid materials,detached rural,1975,0.215569334
Australia_NZ,resid materials,detached urban,1975,0.181935703
Australia_NZ,comm materials,others commercial,1975,0.711645182
Australia_NZ,resid materials,high-rise rural,1975,0
Australia_NZ,resid materials,high-rise urban,1975,0.022018081
Australia_NZ,comm materials,hotels commercial,1975,0.070400496
Australia_NZ,comm materials,office commercial,1975,0.110144669
Australia_NZ,comm materials,retail commercial,1975,0.107809653
Australia_NZ,resid materials,semi-detached rural,1975,0.011751492
Australia_NZ,resid materials,semi-detached urban,1975,0.433739257
Brazil,resid materials,apartments rural,1975,0.024302214
Brazil,resid materials,apartments urban,1975,0.078257227
Brazil,resid materials,detached rural,1975,0.39920016
Brazil,resid materials,detached urban,1975,0.265225412
Brazil,comm materials,others commercial,1975,0.871796359
Brazil,resid materials,high-rise rural,1975,0.017340182
Brazil,resid materials,high-rise urban,1975,0.049903595
Brazil,comm materials,hotels commercial,1975,0.052809092
Brazil,comm materials,office commercial,1975,0.042496952
Brazil,comm materials,retail commercial,1975,0.032897597
Brazil,resid materials,semi-detached rural,1975,0.036021405
Brazil,resid materials,semi-detached urban,1975,0.129749804
Canada,resid materials,apartments rural,1975,0.014887976
Canada,resid materials,apartments urban,1975,0.089142692
Canada,resid materials,detached rural,1975,0.244557244
Canada,resid materials,detached urban,1975,0.311774014
Canada,comm materials,others commercial,1975,0.66196478
Canada,resid materials,high-rise rural,1975,0.01062291
Canada,resid materials,high-rise urban,1975,0.15914999
Canada,comm materials,hotels commercial,1975,0.074108765
Canada,comm materials,office commercial,1975,0.128936945
Canada,comm materials,retail commercial,1975,0.134989511
Canada,resid materials,semi-detached rural,1975,0.022067365
Canada,resid materials,semi-detached urban,1975,0.14779781
Central America and Caribbean,resid materials,apartments rural,1975,0.031857719
Central America and Caribbean,resid materials,apartments urban,1975,0.054349832
Central America and Caribbean,resid materials,detached rural,1975,0.523310611
Central America and Caribbean,resid materials,detached urban,1975,0.152307205
Central America and Caribbean,comm materials,others commercial,1975,0.860487864
Central America and Caribbean,resid materials,high-rise rural,1975,0.022731207
Central America and Caribbean,resid materials,high-rise urban,1975,0.078111496
Central America and Caribbean,comm materials,hotels commercial,1975,0.054580005
Central America and Caribbean,comm materials,office commercial,1975,0.047475706
Central America and Caribbean,comm materials,retail commercial,1975,0.037456425
Central America and Caribbean,resid materials,semi-detached rural,1975,0.047220381
Central America and Caribbean,resid materials,semi-detached urban,1975,0.09011155
Central Asia,resid materials,apartments rural,1975,0.029204486
Central Asia,resid materials,apartments urban,1975,0.061975705
Central Asia,resid materials,detached rural,1975,0.480154225
Central Asia,resid materials,detached urban,1975,0.173085716
Central Asia,comm materials,others commercial,1975,0.89357825
Central Asia,resid materials,high-rise rural,1975,0.020838064
Central Asia,resid materials,high-rise urban,1975,0.088865722
Central Asia,comm materials,hotels commercial,1975,0.048696881
Central Asia,comm materials,office commercial,1975,0.032975433
Central Asia,comm materials,retail commercial,1975,0.024749436
Central Asia,resid materials,semi-detached rural,1975,0.043287685
Central Asia,resid materials,semi-detached urban,1975,0.102588396
China,resid materials,apartments rural,1975,0.04167081
China,resid materials,apartments urban,1975,0.034733063
China,resid materials,detached rural,1975,0.729989621
China,resid materials,detached urban,1975,0.034281664
China,comm materials,others commercial,1975,0.917095939
China,resid materials,high-rise rural,1975,0.02973307
China,resid materials,high-rise urban,1975,0.02800752
China,comm materials,hotels commercial,1975,0.044068197
China,comm materials,office commercial,1975,0.022743434
China,comm materials,retail commercial,1975,0.016092429
China,resid materials,semi-detached rural,1975,0.06176561
China,resid materials,semi-detached urban,1975,0.039818643
Colombia,resid materials,apartments rural,1975,0.020782894
Colombia,resid materials,apartments urban,1975,0.104772954
Colombia,resid materials,detached rural,1975,0.341390072
Colombia,resid materials,detached urban,1975,0.191361177
Colombia,comm materials,others commercial,1975,0.862709644
Colombia,resid materials,high-rise rural,1975,0.014829067
Colombia,resid materials,high-rise urban,1975,0.148533726
Colombia,comm materials,hotels commercial,1975,0.054244989
Colombia,comm materials,office commercial,1975,0.046497764
Colombia,comm materials,retail commercial,1975,0.036547603
Colombia,resid materials,semi-detached rural,1975,0.030804973
Colombia,resid materials,semi-detached urban,1975,0.147525136
EU-12,resid materials,apartments rural,1975,0.019165039
EU-12,resid materials,apartments urban,1975,0.046012622
EU-12,resid materials,detached rural,1975,0.466685578
EU-12,resid materials,detached urban,1975,0.109840124
EU-12,comm materials,others commercial,1975,0.875834992
EU-12,resid materials,high-rise rural,1975,0.040207394
EU-12,resid materials,high-rise urban,1975,0.248456922
EU-12,comm materials,hotels commercial,1975,0.052074618
EU-12,comm materials,office commercial,1975,0.040695836
EU-12,comm materials,retail commercial,1975,0.031394554
EU-12,resid materials,semi-detached rural,1975,0.032550111
EU-12,resid materials,semi-detached urban,1975,0.03708221
EU-15,resid materials,apartments rural,1975,0.025734892
EU-15,resid materials,apartments urban,1975,0.163693028
EU-15,resid materials,detached rural,1975,0.249777662
EU-15,resid materials,detached urban,1975,0.133677962
EU-15,comm materials,others commercial,1975,0.722796816
EU-15,resid materials,high-rise rural,1975,0.013261755
EU-15,resid materials,high-rise urban,1975,0.182946795
EU-15,comm materials,hotels commercial,1975,0.069500637
EU-15,comm materials,office commercial,1975,0.105740561
EU-15,comm materials,retail commercial,1975,0.101961986
EU-15,resid materials,semi-detached rural,1975,0.064634513
EU-15,resid materials,semi-detached urban,1975,0.166273393
Europe_Non_EU,resid materials,apartments rural,1975,0.028587805
Europe_Non_EU,resid materials,apartments urban,1975,0.052525123
Europe_Non_EU,resid materials,detached rural,1975,0.498684861
Europe_Non_EU,resid materials,detached urban,1975,0.125733984
Europe_Non_EU,comm materials,others commercial,1975,0.865356234
Europe_Non_EU,resid materials,high-rise rural,1975,0.026768324
Europe_Non_EU,resid materials,high-rise urban,1975,0.151041026
Europe_Non_EU,comm materials,hotels commercial,1975,0.052916722
Europe_Non_EU,comm materials,office commercial,1975,0.045064099
Europe_Non_EU,comm materials,retail commercial,1975,0.036662946
Europe_Non_EU,resid materials,semi-detached rural,1975,0.044768248
Europe_Non_EU,resid materials,semi-detached urban,1975,0.071890629
European Free Trade Association,resid materials,apartments rural,1975,0.02573451
European Free Trade Association,resid materials,apartments urban,1975,0.163694357
European Free Trade Association,resid materials,detached rural,1975,0.249773952
European Free Trade Association,resid materials,detached urban,1975,0.133679047
European Free Trade Association,comm materials,others commercial,1975,0.722779835
European Free Trade Association,resid materials,high-rise rural,1975,0.013261558
European Free Trade Association,resid materials,high-rise urban,1975,0.18294828
European Free Trade Association,comm materials,hotels commercial,1975,0.069502046
European Free Trade Association,comm materials,office commercial,1975,0.105747348
European Free Trade Association,comm materials,retail commercial,1975,0.101970772
European Free Trade Association,resid materials,semi-detached rural,1975,0.064633553
European Free Trade Association,resid materials,semi-detached urban,1975,0.166274743
India,resid materials,apartments rural,1975,0.043172896
India,resid materials,apartments urban,1975,0.012865778
India,resid materials,detached rural,1975,0.701056695
India,resid materials,detached urban,1975,0.039848746
India,comm materials,others commercial,1975,0.914705882
India,resid materials,high-rise rural,1975,0.030804843
India,resid materials,high-rise urban,1975,0.047238543
India,comm materials,hotels commercial,1975,0.044623143
India,comm materials,office commercial,1975,0.023764875
India,comm materials,retail commercial,1975,0.0169061
India,resid materials,semi-detached rural,1975,0.063992044
India,resid materials,semi-detached urban,1975,0.061020456
Indonesia,resid materials,apartments rural,1975,0.043792805
Indonesia,resid materials,apartments urban,1975,0.02346251
Indonesia,resid materials,detached rural,1975,0.719362216
Indonesia,resid materials,detached urban,1975,0.055499889
Indonesia,comm materials,others commercial,1975,0.913951972
Indonesia,resid materials,high-rise rural,1975,0.031247162
Indonesia,resid materials,high-rise urban,1975,0.02282389
Indonesia,comm materials,hotels commercial,1975,0.044795328
Indonesia,comm materials,office commercial,1975,0.024087921
Indonesia,comm materials,retail commercial,1975,0.017164779
Indonesia,resid materials,semi-detached rural,1975,0.06491089
Indonesia,resid materials,semi-detached urban,1975,0.038900638
Japan,resid materials,apartments rural,1975,0.031795537
Japan,resid materials,apartments urban,1975,0.116956138
Japan,resid materials,detached rural,1975,0.468458982
Japan,resid materials,detached urban,1975,0.26860924
Japan,comm materials,others commercial,1975,0.755097212
Japan,resid materials,high-rise rural,1975,0.004861465
Japan,resid materials,high-rise urban,1975,0.089634376
Japan,comm materials,hotels commercial,1975,0.066712945
Japan,comm materials,office commercial,1975,0.092662298
Japan,comm materials,retail commercial,1975,0.085527545
Japan,resid materials,semi-detached rural,1975,0.008415752
Japan,resid materials,semi-detached urban,1975,0.011268509
Mexico,resid materials,apartments rural,1975,0.023003616
Mexico,resid materials,apartments urban,1975,0.079538143
Mexico,resid materials,detached rural,1975,0.377868749
Mexico,resid materials,detached urban,1975,0.222893649
Mexico,comm materials,others commercial,1975,0.834049053
Mexico,resid materials,high-rise rural,1975,0.016413603
Mexico,resid materials,high-rise urban,1975,0.1143121
Mexico,comm materials,hotels commercial,1975,0.058240744
Mexico,comm materials,office commercial,1975,0.059072182
Mexico,comm materials,retail commercial,1975,0.048638021
Mexico,resid materials,semi-detached rural,1975,0.034096588
Mexico,resid materials,semi-detached urban,1975,0.131873552
Middle East,resid materials,apartments rural,1975,0.029733209
Middle East,resid materials,apartments urban,1975,0.04688337
Middle East,resid materials,detached rural,1975,0.488412361
Middle East,resid materials,detached urban,1975,0.222742754
Middle East,comm materials,others commercial,1975,0.874272729
Middle East,resid materials,high-rise rural,1975,0.021215321
Middle East,resid materials,high-rise urban,1975,0.068229825
Middle East,comm materials,hotels commercial,1975,0.052398007
Middle East,comm materials,office commercial,1975,0.041407381
Middle East,comm materials,retail commercial,1975,0.031921883
Middle East,resid materials,semi-detached rural,1975,0.044071374
Middle East,resid materials,semi-detached urban,1975,0.078711785
Pakistan,resid materials,apartments rural,1975,0.124992158
Pakistan,resid materials,apartments urban,1975,0.017898042
Pakistan,resid materials,detached rural,1975,0.477103872
Pakistan,resid materials,detached urban,1975,0.050156562
Pakistan,comm materials,others commercial,1975,0.913873642
Pakistan,resid materials,high-rise rural,1975,0.089184745
Pakistan,resid materials,high-rise urban,1975,0.025723038
Pakistan,comm materials,hotels commercial,1975,0.044813294
Pakistan,comm materials,office commercial,1975,0.024121463
Pakistan,comm materials,retail commercial,1975,0.0171916
Pakistan,resid materials,semi-detached rural,1975,0.185266785
Pakistan,resid materials,semi-detached urban,1975,0.029674798
Russia,resid materials,apartments rural,1975,0.021648998
Russia,resid materials,apartments urban,1975,0.083391785
Russia,resid materials,detached rural,1975,0.355617125
Russia,resid materials,detached urban,1975,0.233692899
Russia,comm materials,others commercial,1975,0.867679762
Russia,resid materials,high-rise rural,1975,0.015447052
Russia,resid materials,high-rise urban,1975,0.119850548
Russia,comm materials,hotels commercial,1975,0.05347229
Russia,comm materials,office commercial,1975,0.044309352
Russia,comm materials,retail commercial,1975,0.034538596
Russia,resid materials,semi-detached rural,1975,0.032088736
Russia,resid materials,semi-detached urban,1975,0.138262857
South Africa,resid materials,apartments rural,1975,0.030025409
South Africa,resid materials,apartments urban,1975,0.041871497
South Africa,resid materials,detached rural,1975,0.493212173
South Africa,resid materials,detached urban,1975,0.097700159
South Africa,comm materials,others commercial,1975,0.839683143
South Africa,resid materials,high-rise rural,1975,0.021423812
South Africa,resid materials,high-rise urban,1975,0.125956092
South Africa,comm materials,hotels commercial,1975,0.057510673
South Africa,comm materials,office commercial,1975,0.056610601
South Africa,comm materials,retail commercial,1975,0.046195583
South Africa,resid materials,semi-detached rural,1975,0.04450448
South Africa,resid materials,semi-detached urban,1975,0.145306379
South America_Northern,resid materials,apartments rural,1975,0.020779551
South America_Northern,resid materials,apartments urban,1975,0.104784561
South America_Northern,resid materials,detached rural,1975,0.341335152
South America_Northern,resid materials,detached urban,1975,0.191382376
South America_Northern,comm materials,others commercial,1975,0.862708224
South America_Northern,resid materials,high-rise rural,1975,0.014826682
South America_Northern,resid materials,high-rise urban,1975,0.148550181
South America_Northern,comm materials,hotels commercial,1975,0.054245205
South America_Northern,comm materials,office commercial,1975,0.046498389
South America_Northern,comm materials,retail commercial,1975,0.036548182
South America_Northern,resid materials,semi-detached rural,1975,0.030800017
South America_Northern,resid materials,semi-detached urban,1975,0.14754148
South America_Southern,resid materials,apartments rural,1975,0.020783098
South America_Southern,resid materials,apartments urban,1975,0.104772246
South America_Southern,resid materials,detached rural,1975,0.34139342
South America_Southern,resid materials,detached urban,1975,0.191359884
South America_Southern,comm materials,others commercial,1975,0.862709745
South America_Southern,resid materials,high-rise rural,1975,0.014829213
South America_Southern,resid materials,high-rise urban,1975,0.148532723
South America_Southern,comm materials,hotels commercial,1975,0.054244974
South America_Southern,comm materials,office commercial,1975,0.04649772
South America_Southern,comm materials,retail commercial,1975,0.036547562
South America_Southern,resid materials,semi-detached rural,1975,0.030805275
South America_Southern,resid materials,semi-detached urban,1975,0.14752414
South Asia,resid materials,apartments rural,1975,0.124997395
South Asia,resid materials,apartments urban,1975,0.017892716
South Asia,resid materials,detached rural,1975,0.477123865
South Asia,resid materials,detached urban,1975,0.050141639
South Asia,comm materials,others commercial,1975,0.913873759
South Asia,resid materials,high-rise rural,1975,0.089188482
South Asia,resid materials,high-rise urban,1975,0.025715385
South Asia,comm materials,hotels commercial,1975,0.044813268
South Asia,comm materials,office commercial,1975,0.024121413
South Asia,comm materials,retail commercial,1975,0.01719156
South Asia,resid materials,semi-detached rural,1975,0.185274548
South Asia,resid materials,semi-detached urban,1975,0.029665969
South Korea,resid materials,apartments rural,1975,0.02976327
South Korea,resid materials,apartments urban,1975,0.037412268
South Korea,resid materials,detached rural,1975,0.488906159
South Korea,resid materials,detached urban,1975,0.183803214
South Korea,comm materials,others commercial,1975,0.897118353
South Korea,resid materials,high-rise rural,1975,0.02123677
South Korea,resid materials,high-rise urban,1975,0.086016433
South Korea,comm materials,hotels commercial,1975,0.048336274
South Korea,comm materials,office commercial,1975,0.031379466
South Korea,comm materials,retail commercial,1975,0.023165907
South Korea,resid materials,semi-detached rural,1975,0.044115931
South Korea,resid materials,semi-detached urban,1975,0.108745955
Southeast Asia,resid materials,apartments rural,1975,0.039080462
Southeast Asia,resid materials,apartments urban,1975,0.030025816
Southeast Asia,resid materials,detached rural,1975,0.643097013
Southeast Asia,resid materials,detached urban,1975,0.093332162
Southeast Asia,comm materials,others commercial,1975,0.905034831
Southeast Asia,resid materials,high-rise rural,1975,0.027829165
Southeast Asia,resid materials,high-rise urban,1975,0.046111062
Southeast Asia,comm materials,hotels commercial,1975,0.046356752
Southeast Asia,comm materials,office commercial,1975,0.027907077
Southeast Asia,comm materials,retail commercial,1975,0.02070134
Southeast Asia,resid materials,semi-detached rural,1975,0.057942636
Southeast Asia,resid materials,semi-detached urban,1975,0.062581685
Taiwan,resid materials,apartments rural,1975,0.04167081
Taiwan,resid materials,apartments urban,1975,0.034733059
Taiwan,resid materials,detached rural,1975,0.729989634
Taiwan,resid materials,detached urban,1975,0.03428166
Taiwan,comm materials,others commercial,1975,0.917096046
Taiwan,resid materials,high-rise rural,1975,0.02973307
Taiwan,resid materials,high-rise urban,1975,0.028007517
Taiwan,comm materials,hotels commercial,1975,0.044068172
Taiwan,comm materials,office commercial,1975,0.022743389
Taiwan,comm materials,retail commercial,1975,0.016092393
Taiwan,resid materials,semi-detached rural,1975,0.061765612
Taiwan,resid materials,semi-detached urban,1975,0.039818638
USA,resid materials,apartments rural,1975,0.005300769
USA,resid materials,apartments urban,1975,0.037144008
USA,resid materials,detached rural,1975,0.305433884
USA,resid materials,detached urban,1975,0.54012669
USA,comm materials,others commercial,1975,0.621482624
USA,resid materials,high-rise rural,1975,0.001607123
USA,resid materials,high-rise urban,1975,0.058422673
USA,comm materials,hotels commercial,1975,0.076883967
USA,comm materials,office commercial,1975,0.143021283
USA,comm materials,retail commercial,1975,0.158612127
USA,resid materials,semi-detached rural,1975,0.004844673
USA,resid materials,semi-detached urban,1975,0.047120179
Ukraine,resid materials,apartments rural,1975,0.026778772
Ukraine,resid materials,apartments urban,1975,0.068798512
Ukraine,resid materials,detached rural,1975,0.439881323
Ukraine,resid materials,detached urban,1975,0.192797451
Ukraine,comm materials,others commercial,1975,0.893302092
Ukraine,resid materials,high-rise rural,1975,0.019107263
Ukraine,resid materials,high-rise urban,1975,0.098877117
Ukraine,comm materials,hotels commercial,1975,0.049069956
Ukraine,comm materials,office commercial,1975,0.033047457
Ukraine,comm materials,retail commercial,1975,0.024580495
Ukraine,resid materials,semi-detached rural,1975,0.039692227
Ukraine,resid materials,semi-detached urban,1975,0.114067336
Africa_Eastern,resid materials,apartments rural,1990,0.044256983
Africa_Eastern,resid materials,apartments urban,1990,0.019076183
Africa_Eastern,resid materials,detached rural,1990,0.726987029
Africa_Eastern,resid materials,detached urban,1990,0.053458126
Africa_Eastern,comm materials,others commercial,1990,0.913533903
Africa_Eastern,resid materials,high-rise rural,1990,0.031578363
Africa_Eastern,resid materials,high-rise urban,1990,0.027416262
Africa_Eastern,comm materials,hotels commercial,1990,0.044890158
Africa_Eastern,comm materials,office commercial,1990,0.024267248
Africa_Eastern,comm materials,retail commercial,1990,0.017308691
Africa_Eastern,resid materials,semi-detached rural,1990,0.065598907
Africa_Eastern,resid materials,semi-detached urban,1990,0.031628146
Africa_Northern,resid materials,apartments rural,1990,0.030081051
Africa_Northern,resid materials,apartments urban,1990,0.059404129
Africa_Northern,resid materials,detached rural,1990,0.494126183
Africa_Northern,resid materials,detached urban,1990,0.166471112
Africa_Northern,comm materials,others commercial,1990,0.886704805
Africa_Northern,resid materials,high-rise rural,1990,0.021463514
Africa_Northern,resid materials,high-rise urban,1990,0.085375525
Africa_Northern,comm materials,hotels commercial,1990,0.050286718
Africa_Northern,comm materials,office commercial,1990,0.035939219
Africa_Northern,comm materials,retail commercial,1990,0.027069258
Africa_Northern,resid materials,semi-detached rural,1990,0.044586955
Africa_Northern,resid materials,semi-detached urban,1990,0.098491531
Africa_Southern,resid materials,apartments rural,1990,0.041681877
Africa_Southern,resid materials,apartments urban,1990,0.02640189
Africa_Southern,resid materials,detached rural,1990,0.684687073
Africa_Southern,resid materials,detached urban,1990,0.073987315
Africa_Southern,comm materials,others commercial,1990,0.91095092
Africa_Southern,resid materials,high-rise rural,1990,0.029740967
Africa_Southern,resid materials,high-rise urban,1990,0.037944757
Africa_Southern,comm materials,hotels commercial,1990,0.045468519
Africa_Southern,comm materials,office commercial,1990,0.025377326
Africa_Southern,comm materials,retail commercial,1990,0.018203235
Africa_Southern,resid materials,semi-detached rural,1990,0.061782015
Africa_Southern,resid materials,semi-detached urban,1990,0.043774105
Africa_Western,resid materials,apartments rural,1990,0.037868109
Africa_Western,resid materials,apartments urban,1990,0.044618732
Africa_Western,resid materials,detached rural,1990,0.622040239
Africa_Western,resid materials,detached urban,1990,0.066005977
Africa_Western,comm materials,others commercial,1990,0.910375678
Africa_Western,resid materials,high-rise rural,1990,0.027019757
Africa_Western,resid materials,high-rise urban,1990,0.067940282
Africa_Western,comm materials,hotels commercial,1990,0.045595369
Africa_Western,comm materials,office commercial,1990,0.025625084
Africa_Western,comm materials,retail commercial,1990,0.018403869
Africa_Western,resid materials,semi-detached rural,1990,0.056129144
Africa_Western,resid materials,semi-detached urban,1990,0.07837776
Argentina,resid materials,apartments rural,1990,0.016238576
Argentina,resid materials,apartments urban,1990,0.120549189
Argentina,resid materials,detached rural,1990,0.266742851
Argentina,resid materials,detached urban,1990,0.220175472
Argentina,comm materials,others commercial,1990,0.859044086
Argentina,resid materials,high-rise rural,1990,0.011586593
Argentina,resid materials,high-rise urban,1990,0.170899259
Argentina,comm materials,hotels commercial,1990,0.054789248
Argentina,comm materials,office commercial,1990,0.048110653
Argentina,comm materials,retail commercial,1990,0.038056012
Argentina,resid materials,semi-detached rural,1990,0.02406926
Argentina,resid materials,semi-detached urban,1990,0.1697388
Australia_NZ,resid materials,apartments rural,1990,0.006911734
Australia_NZ,resid materials,apartments urban,1990,0.128192887
Australia_NZ,resid materials,detached rural,1990,0.214776972
Australia_NZ,resid materials,detached urban,1990,0.182140285
Australia_NZ,comm materials,others commercial,1990,0.638218747
Australia_NZ,resid materials,high-rise rural,1990,0
Australia_NZ,resid materials,high-rise urban,1990,0.022042839
Australia_NZ,comm materials,hotels commercial,1990,0.075758921
Australia_NZ,comm materials,office commercial,1990,0.137339058
Australia_NZ,comm materials,retail commercial,1990,0.148683274
Australia_NZ,resid materials,semi-detached rural,1990,0.011708298
Australia_NZ,resid materials,semi-detached urban,1990,0.434226985
Brazil,resid materials,apartments rural,1990,0.016830379
Brazil,resid materials,apartments urban,1990,0.100189606
Brazil,resid materials,detached rural,1990,0.276464114
Brazil,resid materials,detached urban,1990,0.339557515
Brazil,comm materials,others commercial,1990,0.852634227
Brazil,resid materials,high-rise rural,1990,0.012008858
Brazil,resid materials,high-rise urban,1990,0.063889582
Brazil,comm materials,hotels commercial,1990,0.05572112
Brazil,comm materials,office commercial,1990,0.050928881
Brazil,comm materials,retail commercial,1990,0.040715773
Brazil,resid materials,semi-detached rural,1990,0.024946447
Brazil,resid materials,semi-detached urban,1990,0.166113498
Canada,resid materials,apartments rural,1990,0.014377
Canada,resid materials,apartments urban,1990,0.090405349
Canada,resid materials,detached rural,1990,0.236163689
Canada,resid materials,detached urban,1990,0.31619012
Canada,comm materials,others commercial,1990,0.557888264
Canada,resid materials,high-rise rural,1990,0.010258316
Canada,resid materials,high-rise urban,1990,0.161404261
Canada,comm materials,hotels commercial,1990,0.081305929
Canada,comm materials,office commercial,1990,0.162479023
Canada,comm materials,retail commercial,1990,0.198326783
Canada,resid materials,semi-detached rural,1990,0.021309981
Canada,resid materials,semi-detached urban,1990,0.149891284
Central America and Caribbean,resid materials,apartments rural,1990,0.028643358
Central America and Caribbean,resid materials,apartments urban,1990,0.063494104
Central America and Caribbean,resid materials,detached rural,1990,0.470509929
Central America and Caribbean,resid materials,detached urban,1990,0.17793265
Central America and Caribbean,comm materials,others commercial,1990,0.848137436
Central America and Caribbean,resid materials,high-rise rural,1990,0.020437687
Central America and Caribbean,resid materials,high-rise urban,1990,0.091253631
Central America and Caribbean,comm materials,hotels commercial,1990,0.056362846
Central America and Caribbean,comm materials,office commercial,1990,0.052904882
Central America and Caribbean,comm materials,retail commercial,1990,0.042594836
Central America and Caribbean,resid materials,semi-detached rural,1990,0.042455967
Central America and Caribbean,resid materials,semi-detached urban,1990,0.105272674
Central Asia,resid materials,apartments rural,1990,0.02787265
Central Asia,resid materials,apartments urban,1990,0.066007749
Central Asia,resid materials,detached rural,1990,0.458699027
Central Asia,resid materials,detached urban,1990,0.183096161
Central Asia,comm materials,others commercial,1990,0.876048122
Central Asia,resid materials,high-rise rural,1990,0.019887769
Central Asia,resid materials,high-rise urban,1990,0.094212728
Central Asia,comm materials,hotels commercial,1990,0.051612758
Central Asia,comm materials,office commercial,1990,0.040641176
Central Asia,comm materials,retail commercial,1990,0.031697943
Central Asia,resid materials,semi-detached rural,1990,0.041313602
Central Asia,resid materials,semi-detached urban,1990,0.108910315
China,resid materials,apartments rural,1990,0.038524228
China,resid materials,apartments urban,1990,0.051276477
China,resid materials,detached rural,1990,0.674867771
China,resid materials,detached urban,1990,0.050610077
China,comm materials,others commercial,1990,0.909397652
