# File: A44.bld_floorspace_material_intensity_reg.csv
# Title: Building sub-type floorspace material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type floorspace material intensities based on data from Deetman et al. 2020. There are 2 floorspace sectors: resid floorspace and comm floorspace. Within resid floorspace there are 8 subsectors (4 building sub-types x urban/rural). Within comm floorspace there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Taiwan,resid floorspace,high-rise rural,aluminium,2010,kg/m2,84.21143281
Argentina,resid floorspace,high-rise rural,aluminium,2010,kg/m2,50.64769995
Colombia,resid floorspace,high-rise rural,aluminium,2010,kg/m2,50.64769995
USA,resid floorspace,high-rise rural,aluminium,2015,kg/m2,601.3509397
Africa_Eastern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Africa_Northern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Africa_Southern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
Africa_Western,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
Brazil,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Canada,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Central America and Caribbean,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769993
Central Asia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,53.13161478
China,resid floorspace,high-rise rural,aluminium,2015,kg/m2,84.21143277
EU-12,resid floorspace,high-rise rural,aluminium,2015,kg/m2,25.53348646
EU-15,resid floorspace,high-rise rural,aluminium,2015,kg/m2,41.43575631
Europe_Eastern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
Europe_Non_EU,resid floorspace,high-rise rural,aluminium,2015,kg/m2,41.79188911
European Free Trade Association,resid floorspace,high-rise rural,aluminium,2015,kg/m2,41.43575631
India,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.06760629
Indonesia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,7.597154993
Japan,resid floorspace,high-rise rural,aluminium,2015,kg/m2,192.7233635
Mexico,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769994
Middle East,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Pakistan,resid floorspace,high-rise rural,aluminium,2015,kg/m2,11.76914859
Russia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769994
South Africa,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769994
South America_Northern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
South America_Southern,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
South Asia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,11.76914859
South Korea,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769995
Southeast Asia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
Taiwan,resid floorspace,high-rise rural,aluminium,2015,kg/m2,84.21143277
Argentina,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
Colombia,resid floorspace,high-rise rural,aluminium,2015,kg/m2,50.64769996
USA,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Africa_Eastern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Africa_Northern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Africa_Southern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Africa_Western,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Brazil,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Canada,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Central America and Caribbean,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Central Asia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
China,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
EU-12,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
EU-15,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Europe_Eastern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Europe_Non_EU,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
European Free Trade Association,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
India,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Indonesia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Japan,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Mexico,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Middle East,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Pakistan,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Russia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
South Africa,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
South America_Northern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
South America_Southern,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
South Asia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
South Korea,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Southeast Asia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Taiwan,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Argentina,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
Colombia,resid floorspace,high-rise rural,copper,1975,kg/m2,0.01
USA,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Africa_Eastern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Africa_Northern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Africa_Southern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Africa_Western,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Brazil,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Canada,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Central America and Caribbean,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Central Asia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
China,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
EU-12,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
EU-15,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Europe_Eastern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Europe_Non_EU,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
European Free Trade Association,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
India,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Indonesia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Japan,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Mexico,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Middle East,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Pakistan,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Russia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
South Africa,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
South America_Northern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
South America_Southern,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
South Asia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
South Korea,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Southeast Asia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Taiwan,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Argentina,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
Colombia,resid floorspace,high-rise rural,copper,1990,kg/m2,0.01
USA,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Africa_Eastern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Africa_Northern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Africa_Southern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Africa_Western,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Brazil,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Canada,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Central America and Caribbean,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Central Asia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
China,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
EU-12,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
EU-15,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Europe_Eastern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Europe_Non_EU,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
European Free Trade Association,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
India,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Indonesia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Japan,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Mexico,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Middle East,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Pakistan,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Russia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
South Africa,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
South America_Northern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
South America_Southern,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
South Asia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
South Korea,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Southeast Asia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Taiwan,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Argentina,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
Colombia,resid floorspace,high-rise rural,copper,2005,kg/m2,0.01
USA,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Africa_Eastern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Africa_Northern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Africa_Southern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Africa_Western,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Brazil,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Canada,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Central America and Caribbean,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Central Asia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
China,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
EU-12,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
EU-15,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Europe_Eastern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Europe_Non_EU,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
European Free Trade Association,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
India,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Indonesia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Japan,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Mexico,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Middle East,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Pakistan,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Russia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
South Africa,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
South America_Northern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
South America_Southern,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
South Asia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
South Korea,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Southeast Asia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Taiwan,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Argentina,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
Colombia,resid floorspace,high-rise rural,copper,2010,kg/m2,0.01
USA,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Africa_Eastern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Africa_Northern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Africa_Southern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Africa_Western,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Brazil,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Canada,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Central America and Caribbean,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Central Asia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
China,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
EU-12,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
EU-15,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Europe_Eastern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Europe_Non_EU,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
European Free Trade Association,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
India,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Indonesia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Japan,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Mexico,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Middle East,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Pakistan,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Russia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
South Africa,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
South America_Northern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
South America_Southern,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
South Asia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
South Korea,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Southeast Asia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Taiwan,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Argentina,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
Colombia,resid floorspace,high-rise rural,copper,2015,kg/m2,0.01
USA,resid floorspace,high-rise rural,steel,1975,kg/m2,66.54451061
Africa_Eastern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Africa_Northern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Africa_Southern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Africa_Western,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Brazil,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Canada,resid floorspace,high-rise rural,steel,1975,kg/m2,45.78
Central America and Caribbean,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Central Asia,resid floorspace,high-rise rural,steel,1975,kg/m2,117.1443852
China,resid floorspace,high-rise rural,steel,1975,kg/m2,128.95
EU-12,resid floorspace,high-rise rural,steel,1975,kg/m2,117.0048626
EU-15,resid floorspace,high-rise rural,steel,1975,kg/m2,142.3
Europe_Eastern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Europe_Non_EU,resid floorspace,high-rise rural,steel,1975,kg/m2,76.03238785
European Free Trade Association,resid floorspace,high-rise rural,steel,1975,kg/m2,142.3
India,resid floorspace,high-rise rural,steel,1975,kg/m2,121.21
Indonesia,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Japan,resid floorspace,high-rise rural,steel,1975,kg/m2,304.3300001
Mexico,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Middle East,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Pakistan,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Russia,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
South Africa,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
South America_Northern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
South America_Southern,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
South Asia,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
South Korea,resid floorspace,high-rise rural,steel,1975,kg/m2,63.30999997
Southeast Asia,resid floorspace,high-rise rural,steel,1975,kg/m2,112.3710047
Taiwan,resid floorspace,high-rise rural,steel,1975,kg/m2,128.95
Argentina,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
Colombia,resid floorspace,high-rise rural,steel,1975,kg/m2,116.98
USA,resid floorspace,high-rise rural,steel,1990,kg/m2,64.99569401
Africa_Eastern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Africa_Northern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Africa_Southern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Africa_Western,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Brazil,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Canada,resid floorspace,high-rise rural,steel,1990,kg/m2,45.77999999
Central America and Caribbean,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Central Asia,resid floorspace,high-rise rural,steel,1990,kg/m2,117.3318974
China,resid floorspace,high-rise rural,steel,1990,kg/m2,128.95
EU-12,resid floorspace,high-rise rural,steel,1990,kg/m2,117.0123464
EU-15,resid floorspace,high-rise rural,steel,1990,kg/m2,142.3
Europe_Eastern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Europe_Non_EU,resid floorspace,high-rise rural,steel,1990,kg/m2,74.12514026
European Free Trade Association,resid floorspace,high-rise rural,steel,1990,kg/m2,142.3
India,resid floorspace,high-rise rural,steel,1990,kg/m2,121.21
Indonesia,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Japan,resid floorspace,high-rise rural,steel,1990,kg/m2,304.33
Mexico,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Middle East,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Pakistan,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Russia,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
South Africa,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
South America_Northern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
South America_Southern,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
South Asia,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
South Korea,resid floorspace,high-rise rural,steel,1990,kg/m2,63.30999998
Southeast Asia,resid floorspace,high-rise rural,steel,1990,kg/m2,113.2299965
Taiwan,resid floorspace,high-rise rural,steel,1990,kg/m2,128.95
Argentina,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
Colombia,resid floorspace,high-rise rural,steel,1990,kg/m2,116.98
USA,resid floorspace,high-rise rural,steel,2005,kg/m2,64.86999003
Africa_Eastern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Africa_Northern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Africa_Southern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Africa_Western,resid floorspace,high-rise rural,steel,2005,kg/m2,116.9800001
Brazil,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Canada,resid floorspace,high-rise rural,steel,2005,kg/m2,45.78
Central America and Caribbean,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Central Asia,resid floorspace,high-rise rural,steel,2005,kg/m2,117.6130628
China,resid floorspace,high-rise rural,steel,2005,kg/m2,128.95
EU-12,resid floorspace,high-rise rural,steel,2005,kg/m2,117.0124463
EU-15,resid floorspace,high-rise rural,steel,2005,kg/m2,142.3
Europe_Eastern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Europe_Non_EU,resid floorspace,high-rise rural,steel,2005,kg/m2,71.7899652
European Free Trade Association,resid floorspace,high-rise rural,steel,2005,kg/m2,142.3
India,resid floorspace,high-rise rural,steel,2005,kg/m2,121.21
Indonesia,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Japan,resid floorspace,high-rise rural,steel,2005,kg/m2,304.33
Mexico,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Middle East,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Pakistan,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Russia,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
South Africa,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
South America_Northern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
South America_Southern,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
South Asia,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
South Korea,resid floorspace,high-rise rural,steel,2005,kg/m2,63.31000003
Southeast Asia,resid floorspace,high-rise rural,steel,2005,kg/m2,113.4144169
Taiwan,resid floorspace,high-rise rural,steel,2005,kg/m2,128.95
Argentina,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
Colombia,resid floorspace,high-rise rural,steel,2005,kg/m2,116.98
USA,resid floorspace,high-rise rural,steel,2010,kg/m2,64.87777386
Africa_Eastern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Africa_Northern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Africa_Southern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Africa_Western,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Brazil,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Canada,resid floorspace,high-rise rural,steel,2010,kg/m2,45.78000001
Central America and Caribbean,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Central Asia,resid floorspace,high-rise rural,steel,2010,kg/m2,117.7657062
China,resid floorspace,high-rise rural,steel,2010,kg/m2,128.9500001
EU-12,resid floorspace,high-rise rural,steel,2010,kg/m2,117.0108388
EU-15,resid floorspace,high-rise rural,steel,2010,kg/m2,142.3
Europe_Eastern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Europe_Non_EU,resid floorspace,high-rise rural,steel,2010,kg/m2,71.99806103
European Free Trade Association,resid floorspace,high-rise rural,steel,2010,kg/m2,142.3
India,resid floorspace,high-rise rural,steel,2010,kg/m2,121.21
Indonesia,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Japan,resid floorspace,high-rise rural,steel,2010,kg/m2,304.33
Mexico,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Middle East,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Pakistan,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Russia,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
South Africa,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
South America_Northern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
South America_Southern,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
South Asia,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
South Korea,resid floorspace,high-rise rural,steel,2010,kg/m2,63.31
Southeast Asia,resid floorspace,high-rise rural,steel,2010,kg/m2,113.6238519
Taiwan,resid floorspace,high-rise rural,steel,2010,kg/m2,128.9500001
Argentina,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
Colombia,resid floorspace,high-rise rural,steel,2010,kg/m2,116.98
USA,resid floorspace,high-rise rural,steel,2015,kg/m2,64.66073244
Africa_Eastern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Africa_Northern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Africa_Southern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Africa_Western,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Brazil,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Canada,resid floorspace,high-rise rural,steel,2015,kg/m2,45.78
Central America and Caribbean,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Central Asia,resid floorspace,high-rise rural,steel,2015,kg/m2,117.8658508
China,resid floorspace,high-rise rural,steel,2015,kg/m2,128.9500001
EU-12,resid floorspace,high-rise rural,steel,2015,kg/m2,117.0108513
EU-15,resid floorspace,high-rise rural,steel,2015,kg/m2,142.3
Europe_Eastern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Europe_Non_EU,resid floorspace,high-rise rural,steel,2015,kg/m2,69.26002148
European Free Trade Association,resid floorspace,high-rise rural,steel,2015,kg/m2,142.3
India,resid floorspace,high-rise rural,steel,2015,kg/m2,121.21
Indonesia,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Japan,resid floorspace,high-rise rural,steel,2015,kg/m2,304.3299999
Mexico,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Middle East,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Pakistan,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Russia,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
South Africa,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
South America_Northern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
South America_Southern,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
South Asia,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
South Korea,resid floorspace,high-rise rural,steel,2015,kg/m2,63.30999998
Southeast Asia,resid floorspace,high-rise rural,steel,2015,kg/m2,113.9207653
Taiwan,resid floorspace,high-rise rural,steel,2015,kg/m2,128.9500001
Argentina,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
Colombia,resid floorspace,high-rise rural,steel,2015,kg/m2,116.98
USA,resid floorspace,high-rise urban,aluminium,1975,kg/m2,28.18972163
Africa_Eastern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712375
Africa_Northern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712375
Africa_Southern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712376
Africa_Western,resid floorspace,high-rise urban,aluminium,1975,kg/m2,2.137364548
Australia_NZ,resid floorspace,high-rise urban,aluminium,1975,kg/m2,18.17863019
Brazil,resid floorspace,high-rise urban,aluminium,1975,kg/m2,11.69246231
Canada,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.309788718
Central America and Caribbean,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712374
Central Asia,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289443242
China,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.198376304
EU-12,resid floorspace,high-rise urban,aluminium,1975,kg/m2,0.972054918
EU-15,resid floorspace,high-rise urban,aluminium,1975,kg/m2,1.607524838
Europe_Eastern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712374
Europe_Non_EU,resid floorspace,high-rise urban,aluminium,1975,kg/m2,1.529936403
European Free Trade Association,resid floorspace,high-rise urban,aluminium,1975,kg/m2,1.607524838
India,resid floorspace,high-rise urban,aluminium,1975,kg/m2,1.855841358
Indonesia,resid floorspace,high-rise urban,aluminium,1975,kg/m2,0.802447059
Japan,resid floorspace,high-rise urban,aluminium,1975,kg/m2,5.993442511
Mexico,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712375
Middle East,resid floorspace,high-rise urban,aluminium,1975,kg/m2,7.182109253
Pakistan,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712375
Russia,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712373
South Africa,resid floorspace,high-rise urban,aluminium,1975,kg/m2,1.706470457
South America_Northern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,2.834336678
South America_Southern,resid floorspace,high-rise urban,aluminium,1975,kg/m2,2.834336678
South Asia,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.289712375
South Korea,resid floorspace,high-rise urban,aluminium,1975,kg/m2,4.701044401
