# File: A44.bld_materials_intensity_reg.csv
# Title: Building sub-type material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type material intensities based on data from Deetman et al. 2020. There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Middle East,resid materials,apartments rural,copper,2021,kg/m2,0.31
Pakistan,resid materials,apartments rural,copper,2021,kg/m2,0.31
Russia,resid materials,apartments rural,copper,2021,kg/m2,0.31
South Africa,resid materials,apartments rural,copper,2021,kg/m2,0.39
South America_Northern,resid materials,apartments rural,copper,2021,kg/m2,0.31
South America_Southern,resid materials,apartments rural,copper,2021,kg/m2,0.31
South Asia,resid materials,apartments rural,copper,2021,kg/m2,0.31
South Korea,resid materials,apartments rural,copper,2021,kg/m2,0.73
Southeast Asia,resid materials,apartments rural,copper,2021,kg/m2,0.331126178
Taiwan,resid materials,apartments rural,copper,2021,kg/m2,0.25
Argentina,resid materials,apartments rural,copper,2021,kg/m2,0.31
Colombia,resid materials,apartments rural,copper,2021,kg/m2,0.31
USA,resid materials,apartments rural,steel,1975,kg/m2,5.108018295
Africa_Eastern,resid materials,apartments rural,steel,1975,kg/m2,97.36
Africa_Northern,resid materials,apartments rural,steel,1975,kg/m2,97.36000001
Africa_Southern,resid materials,apartments rural,steel,1975,kg/m2,97.36000002
Africa_Western,resid materials,apartments rural,steel,1975,kg/m2,26.73
Australia_NZ,resid materials,apartments rural,steel,1975,kg/m2,49.41000001
Brazil,resid materials,apartments rural,steel,1975,kg/m2,97.36
Canada,resid materials,apartments rural,steel,1975,kg/m2,97.36000003
Central America and Caribbean,resid materials,apartments rural,steel,1975,kg/m2,97.36000001
Central Asia,resid materials,apartments rural,steel,1975,kg/m2,101.2037425
China,resid materials,apartments rural,steel,1975,kg/m2,374.3
EU-12,resid materials,apartments rural,steel,1975,kg/m2,97.27614051
EU-15,resid materials,apartments rural,steel,1975,kg/m2,76.24000001
Ukraine,resid materials,apartments rural,steel,1975,kg/m2,97.35999999
Europe_Non_EU,resid materials,apartments rural,steel,1975,kg/m2,82.40371867
European Free Trade Association,resid materials,apartments rural,steel,1975,kg/m2,76.24000001
India,resid materials,apartments rural,steel,1975,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,1975,kg/m2,97.36
Japan,resid materials,apartments rural,steel,1975,kg/m2,97.36000001
Mexico,resid materials,apartments rural,steel,1975,kg/m2,97.35999999
Middle East,resid materials,apartments rural,steel,1975,kg/m2,335.1899999
Pakistan,resid materials,apartments rural,steel,1975,kg/m2,97.36000001
Russia,resid materials,apartments rural,steel,1975,kg/m2,97.35999999
South Africa,resid materials,apartments rural,steel,1975,kg/m2,97.36
South America_Northern,resid materials,apartments rural,steel,1975,kg/m2,37.49999999
South America_Southern,resid materials,apartments rural,steel,1975,kg/m2,37.49999999
South Asia,resid materials,apartments rural,steel,1975,kg/m2,97.36000001
South Korea,resid materials,apartments rural,steel,1975,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,1975,kg/m2,40.24625638
Taiwan,resid materials,apartments rural,steel,1975,kg/m2,374.3
Argentina,resid materials,apartments rural,steel,1975,kg/m2,37.49999999
Colombia,resid materials,apartments rural,steel,1975,kg/m2,37.49999999
USA,resid materials,apartments rural,steel,1990,kg/m2,3.865823067
Africa_Eastern,resid materials,apartments rural,steel,1990,kg/m2,97.36
Africa_Northern,resid materials,apartments rural,steel,1990,kg/m2,97.35999999
Africa_Southern,resid materials,apartments rural,steel,1990,kg/m2,97.36000002
Africa_Western,resid materials,apartments rural,steel,1990,kg/m2,26.73
Australia_NZ,resid materials,apartments rural,steel,1990,kg/m2,49.41000001
Brazil,resid materials,apartments rural,steel,1990,kg/m2,97.36000002
Canada,resid materials,apartments rural,steel,1990,kg/m2,97.35999999
Central America and Caribbean,resid materials,apartments rural,steel,1990,kg/m2,97.36000002
Central Asia,resid materials,apartments rural,steel,1990,kg/m2,105.5616551
China,resid materials,apartments rural,steel,1990,kg/m2,374.3000001
EU-12,resid materials,apartments rural,steel,1990,kg/m2,97.24930861
EU-15,resid materials,apartments rural,steel,1990,kg/m2,76.24000001
Ukraine,resid materials,apartments rural,steel,1990,kg/m2,97.36
Europe_Non_EU,resid materials,apartments rural,steel,1990,kg/m2,81.65979329
European Free Trade Association,resid materials,apartments rural,steel,1990,kg/m2,76.24000001
India,resid materials,apartments rural,steel,1990,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,1990,kg/m2,97.35999999
Japan,resid materials,apartments rural,steel,1990,kg/m2,97.36
Mexico,resid materials,apartments rural,steel,1990,kg/m2,97.35999998
Middle East,resid materials,apartments rural,steel,1990,kg/m2,335.19
Pakistan,resid materials,apartments rural,steel,1990,kg/m2,97.35999999
Russia,resid materials,apartments rural,steel,1990,kg/m2,97.36000001
South Africa,resid materials,apartments rural,steel,1990,kg/m2,97.36000001
South America_Northern,resid materials,apartments rural,steel,1990,kg/m2,37.49999999
South America_Southern,resid materials,apartments rural,steel,1990,kg/m2,37.49999999
South Asia,resid materials,apartments rural,steel,1990,kg/m2,97.35999999
South Korea,resid materials,apartments rural,steel,1990,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,1990,kg/m2,39.03912631
Taiwan,resid materials,apartments rural,steel,1990,kg/m2,374.3000001
Argentina,resid materials,apartments rural,steel,1990,kg/m2,37.49999999
Colombia,resid materials,apartments rural,steel,1990,kg/m2,37.49999999
USA,resid materials,apartments rural,steel,2005,kg/m2,3.780990172
Africa_Eastern,resid materials,apartments rural,steel,2005,kg/m2,97.36000001
Africa_Northern,resid materials,apartments rural,steel,2005,kg/m2,97.36
Africa_Southern,resid materials,apartments rural,steel,2005,kg/m2,97.36
Africa_Western,resid materials,apartments rural,steel,2005,kg/m2,26.73000001
Australia_NZ,resid materials,apartments rural,steel,2005,kg/m2,49.40999999
Brazil,resid materials,apartments rural,steel,2005,kg/m2,97.35999999
Canada,resid materials,apartments rural,steel,2005,kg/m2,97.35999998
Central America and Caribbean,resid materials,apartments rural,steel,2005,kg/m2,97.35999998
Central Asia,resid materials,apartments rural,steel,2005,kg/m2,112.4646964
China,resid materials,apartments rural,steel,2005,kg/m2,374.2999998
EU-12,resid materials,apartments rural,steel,2005,kg/m2,97.24818536
EU-15,resid materials,apartments rural,steel,2005,kg/m2,76.23999999
Ukraine,resid materials,apartments rural,steel,2005,kg/m2,97.35999999
Europe_Non_EU,resid materials,apartments rural,steel,2005,kg/m2,80.87379662
European Free Trade Association,resid materials,apartments rural,steel,2005,kg/m2,76.23999999
India,resid materials,apartments rural,steel,2005,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,2005,kg/m2,97.36
Japan,resid materials,apartments rural,steel,2005,kg/m2,97.35999999
Mexico,resid materials,apartments rural,steel,2005,kg/m2,97.36
Middle East,resid materials,apartments rural,steel,2005,kg/m2,335.1899999
Pakistan,resid materials,apartments rural,steel,2005,kg/m2,97.36
Russia,resid materials,apartments rural,steel,2005,kg/m2,97.36000001
South Africa,resid materials,apartments rural,steel,2005,kg/m2,97.36000005
South America_Northern,resid materials,apartments rural,steel,2005,kg/m2,37.5
South America_Southern,resid materials,apartments rural,steel,2005,kg/m2,37.5
South Asia,resid materials,apartments rural,steel,2005,kg/m2,97.36
South Korea,resid materials,apartments rural,steel,2005,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,2005,kg/m2,38.87658632
Taiwan,resid materials,apartments rural,steel,2005,kg/m2,374.2999998
Argentina,resid materials,apartments rural,steel,2005,kg/m2,37.5
Colombia,resid materials,apartments rural,steel,2005,kg/m2,37.5
USA,resid materials,apartments rural,steel,2010,kg/m2,3.768593289
Africa_Eastern,resid materials,apartments rural,steel,2010,kg/m2,97.36
Africa_Northern,resid materials,apartments rural,steel,2010,kg/m2,97.36
Africa_Southern,resid materials,apartments rural,steel,2010,kg/m2,97.36000001
Africa_Western,resid materials,apartments rural,steel,2010,kg/m2,26.72999999
Australia_NZ,resid materials,apartments rural,steel,2010,kg/m2,49.41
Brazil,resid materials,apartments rural,steel,2010,kg/m2,97.35999999
Canada,resid materials,apartments rural,steel,2010,kg/m2,97.35999998
Central America and Caribbean,resid materials,apartments rural,steel,2010,kg/m2,97.36000001
Central Asia,resid materials,apartments rural,steel,2010,kg/m2,115.6755373
China,resid materials,apartments rural,steel,2010,kg/m2,374.3
EU-12,resid materials,apartments rural,steel,2010,kg/m2,97.25462504
EU-15,resid materials,apartments rural,steel,2010,kg/m2,76.24000001
Ukraine,resid materials,apartments rural,steel,2010,kg/m2,97.35999998
Europe_Non_EU,resid materials,apartments rural,steel,2010,kg/m2,80.9864368
European Free Trade Association,resid materials,apartments rural,steel,2010,kg/m2,76.24000001
India,resid materials,apartments rural,steel,2010,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,2010,kg/m2,97.36
Japan,resid materials,apartments rural,steel,2010,kg/m2,97.35999996
Mexico,resid materials,apartments rural,steel,2010,kg/m2,97.36
Middle East,resid materials,apartments rural,steel,2010,kg/m2,335.19
Pakistan,resid materials,apartments rural,steel,2010,kg/m2,97.35999999
Russia,resid materials,apartments rural,steel,2010,kg/m2,97.36
South Africa,resid materials,apartments rural,steel,2010,kg/m2,97.36000004
South America_Northern,resid materials,apartments rural,steel,2010,kg/m2,37.5
South America_Southern,resid materials,apartments rural,steel,2010,kg/m2,37.5
South Asia,resid materials,apartments rural,steel,2010,kg/m2,97.35999999
South Korea,resid materials,apartments rural,steel,2010,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,2010,kg/m2,38.5756037
Taiwan,resid materials,apartments rural,steel,2010,kg/m2,374.3
Argentina,resid materials,apartments rural,steel,2010,kg/m2,37.5
Colombia,resid materials,apartments rural,steel,2010,kg/m2,37.5
USA,resid materials,apartments rural,steel,2015,kg/m2,3.595952678
Africa_Eastern,resid materials,apartments rural,steel,2015,kg/m2,97.35999999
Africa_Northern,resid materials,apartments rural,steel,2015,kg/m2,97.36000001
Africa_Southern,resid materials,apartments rural,steel,2015,kg/m2,97.35999999
Africa_Western,resid materials,apartments rural,steel,2015,kg/m2,26.73000001
Australia_NZ,resid materials,apartments rural,steel,2015,kg/m2,49.41
Brazil,resid materials,apartments rural,steel,2015,kg/m2,97.36000002
Canada,resid materials,apartments rural,steel,2015,kg/m2,97.35999997
Central America and Caribbean,resid materials,apartments rural,steel,2015,kg/m2,97.36000001
Central Asia,resid materials,apartments rural,steel,2015,kg/m2,117.8163173
China,resid materials,apartments rural,steel,2015,kg/m2,374.3
EU-12,resid materials,apartments rural,steel,2015,kg/m2,97.25016998
EU-15,resid materials,apartments rural,steel,2015,kg/m2,76.24000002
Ukraine,resid materials,apartments rural,steel,2015,kg/m2,97.36000001
Europe_Non_EU,resid materials,apartments rural,steel,2015,kg/m2,80.37431912
European Free Trade Association,resid materials,apartments rural,steel,2015,kg/m2,76.24000002
India,resid materials,apartments rural,steel,2015,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,2015,kg/m2,97.35999996
Japan,resid materials,apartments rural,steel,2015,kg/m2,97.35999999
Mexico,resid materials,apartments rural,steel,2015,kg/m2,97.35999999
Middle East,resid materials,apartments rural,steel,2015,kg/m2,335.19
Pakistan,resid materials,apartments rural,steel,2015,kg/m2,97.36
Russia,resid materials,apartments rural,steel,2015,kg/m2,97.36
South Africa,resid materials,apartments rural,steel,2015,kg/m2,97.35999999
South America_Northern,resid materials,apartments rural,steel,2015,kg/m2,37.49999999
South America_Southern,resid materials,apartments rural,steel,2015,kg/m2,37.49999999
South Asia,resid materials,apartments rural,steel,2015,kg/m2,97.36
South Korea,resid materials,apartments rural,steel,2015,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,2015,kg/m2,38.11366939
Taiwan,resid materials,apartments rural,steel,2015,kg/m2,374.3
Argentina,resid materials,apartments rural,steel,2015,kg/m2,37.49999999
Colombia,resid materials,apartments rural,steel,2015,kg/m2,37.49999999
USA,resid materials,apartments rural,steel,2021,kg/m2,3.520632855
Africa_Eastern,resid materials,apartments rural,steel,2021,kg/m2,97.36
Africa_Northern,resid materials,apartments rural,steel,2021,kg/m2,97.36
Africa_Southern,resid materials,apartments rural,steel,2021,kg/m2,97.35999999
Africa_Western,resid materials,apartments rural,steel,2021,kg/m2,26.73
Australia_NZ,resid materials,apartments rural,steel,2021,kg/m2,49.41
Brazil,resid materials,apartments rural,steel,2021,kg/m2,97.36
Canada,resid materials,apartments rural,steel,2021,kg/m2,97.36
Central America and Caribbean,resid materials,apartments rural,steel,2021,kg/m2,97.36000001
Central Asia,resid materials,apartments rural,steel,2021,kg/m2,118.2936521
China,resid materials,apartments rural,steel,2021,kg/m2,374.3
EU-12,resid materials,apartments rural,steel,2021,kg/m2,97.23934282
EU-15,resid materials,apartments rural,steel,2021,kg/m2,76.23999998
Ukraine,resid materials,apartments rural,steel,2021,kg/m2,97.36
Europe_Non_EU,resid materials,apartments rural,steel,2021,kg/m2,80.0247876
European Free Trade Association,resid materials,apartments rural,steel,2021,kg/m2,76.23999998
India,resid materials,apartments rural,steel,2021,kg/m2,21.16
Indonesia,resid materials,apartments rural,steel,2021,kg/m2,97.36000004
Japan,resid materials,apartments rural,steel,2021,kg/m2,97.36
Mexico,resid materials,apartments rural,steel,2021,kg/m2,97.36
Middle East,resid materials,apartments rural,steel,2021,kg/m2,335.1900002
Pakistan,resid materials,apartments rural,steel,2021,kg/m2,97.36000001
Russia,resid materials,apartments rural,steel,2021,kg/m2,97.36000001
South Africa,resid materials,apartments rural,steel,2021,kg/m2,97.36000003
South America_Northern,resid materials,apartments rural,steel,2021,kg/m2,37.5
South America_Southern,resid materials,apartments rural,steel,2021,kg/m2,37.5
South Asia,resid materials,apartments rural,steel,2021,kg/m2,97.36000001
South Korea,resid materials,apartments rural,steel,2021,kg/m2,106.51
Southeast Asia,resid materials,apartments rural,steel,2021,kg/m2,37.75285794
Taiwan,resid materials,apartments rural,steel,2021,kg/m2,374.3
Argentina,resid materials,apartments rural,steel,2021,kg/m2,37.5
Colombia,resid materials,apartments rural,steel,2021,kg/m2,37.5
USA,resid materials,apartments urban,aluminium,1975,kg/m2,71.45315589
Africa_Eastern,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557365
Africa_Northern,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557367
Africa_Southern,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557366
Africa_Western,resid materials,apartments urban,aluminium,1975,kg/m2,2.869906666
Australia_NZ,resid materials,apartments urban,aluminium,1975,kg/m2,2.756409975
Brazil,resid materials,apartments urban,aluminium,1975,kg/m2,6.57494931
Canada,resid materials,apartments urban,aluminium,1975,kg/m2,6.785094502
Central America and Caribbean,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557366
Central Asia,resid materials,apartments urban,aluminium,1975,kg/m2,5.417982389
China,resid materials,apartments urban,aluminium,1975,kg/m2,1.91478733
EU-12,resid materials,apartments urban,aluminium,1975,kg/m2,4.631600174
EU-15,resid materials,apartments urban,aluminium,1975,kg/m2,0.375653521
Ukraine,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557366
Europe_Non_EU,resid materials,apartments urban,aluminium,1975,kg/m2,4.458229063
European Free Trade Association,resid materials,apartments urban,aluminium,1975,kg/m2,0.375653521
India,resid materials,apartments urban,aluminium,1975,kg/m2,6.008697335
Indonesia,resid materials,apartments urban,aluminium,1975,kg/m2,4.58901396
Japan,resid materials,apartments urban,aluminium,1975,kg/m2,4.455532928
Mexico,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557365
Middle East,resid materials,apartments urban,aluminium,1975,kg/m2,9.216934278
Pakistan,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557364
Russia,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557365
South Africa,resid materials,apartments urban,aluminium,1975,kg/m2,4.526666667
South America_Northern,resid materials,apartments urban,aluminium,1975,kg/m2,3.543287356
South America_Southern,resid materials,apartments urban,aluminium,1975,kg/m2,3.543287356
South Asia,resid materials,apartments urban,aluminium,1975,kg/m2,5.436557364
South Korea,resid materials,apartments urban,aluminium,1975,kg/m2,9.531051053
Southeast Asia,resid materials,apartments urban,aluminium,1975,kg/m2,2.574444495
Taiwan,resid materials,apartments urban,aluminium,1975,kg/m2,1.91478733
Argentina,resid materials,apartments urban,aluminium,1975,kg/m2,3.543287356
Colombia,resid materials,apartments urban,aluminium,1975,kg/m2,3.543287356
USA,resid materials,apartments urban,aluminium,1990,kg/m2,71.595029
Africa_Eastern,resid materials,apartments urban,aluminium,1990,kg/m2,5.436557364
Africa_Northern,resid materials,apartments urban,aluminium,1990,kg/m2,5.436557366
Africa_Southern,resid materials,apartments urban,aluminium,1990,kg/m2,5.436557368
Africa_Western,resid materials,apartments urban,aluminium,1990,kg/m2,2.869906667
Australia_NZ,resid materials,apartments urban,aluminium,1990,kg/m2,2.756409976
