# File: Diet_3C_Ref.csv
# Title: 3C Ref diet by region and sector
# Units: Pcal
# Description: Need 2020 and 2025 values
# Column types: cccnn
# ----------
scenario,region,technology,year,value
3C,South Korea,OtherMeat_Fish,2015,2.23817
3C,South Korea,OtherMeat_Fish,2020,2.34599
3C,South Korea,OtherMeat_Fish,2025,2.35081
3C,South Korea,Pork,2015,1.93429
3C,South Korea,Pork,2020,2.03528
3C,South Korea,Pork,2025,2.04694
3C,South Korea,Poultry,2015,1.34649
3C,South Korea,Poultry,2020,1.41397
3C,South Korea,Poultry,2025,1.41985
3C,South Korea,Rice,2015,9.92907
3C,South Korea,Rice,2020,10.0849
3C,South Korea,Rice,2025,9.96779
3C,South Korea,RootTuber,2015,0.540163
3C,South Korea,RootTuber,2020,0.550407
3C,South Korea,RootTuber,2025,0.543223
3C,South Korea,SheepGoat,2015,0.0149347
3C,South Korea,SheepGoat,2020,0.0157396
3C,South Korea,SheepGoat,2025,0.0157046
3C,South Korea,Soybean,2015,3.87177
3C,South Korea,Soybean,2020,4.09814
3C,South Korea,Soybean,2025,4.16096
3C,South Korea,SugarCrop,2015,3.74348
3C,South Korea,SugarCrop,2020,3.9158
3C,South Korea,SugarCrop,2025,3.95238
3C,South Korea,Vegetables,2015,1.73457
3C,South Korea,Vegetables,2020,1.81893
3C,South Korea,Vegetables,2025,1.82488
3C,South Korea,Wheat,2015,5.4224
3C,South Korea,Wheat,2020,5.54995
3C,South Korea,Wheat,2025,5.51921
3C,Southeast Asia,Beef,2015,2.14008
3C,Southeast Asia,Beef,2020,2.36448
3C,Southeast Asia,Beef,2025,2.55313
3C,Southeast Asia,Corn,2015,14.9191
3C,Southeast Asia,Corn,2020,15.7328
3C,Southeast Asia,Corn,2025,16.2768
3C,Southeast Asia,Dairy,2015,4.78165
3C,Southeast Asia,Dairy,2020,5.29111
3C,Southeast Asia,Dairy,2025,5.72467
3C,Southeast Asia,FiberCrop,2015,0.338614
3C,Southeast Asia,FiberCrop,2020,0.375157
3C,Southeast Asia,FiberCrop,2025,0.406272
3C,Southeast Asia,Fruits,2015,10.5992
3C,Southeast Asia,Fruits,2020,11.7163
3C,Southeast Asia,Fruits,2025,12.6556
3C,Southeast Asia,Legumes,2015,4.3277
3C,Southeast Asia,Legumes,2020,4.79754
3C,Southeast Asia,Legumes,2025,5.20908
3C,Southeast Asia,MiscCrop,2015,1.35354
3C,Southeast Asia,MiscCrop,2020,1.49784
3C,Southeast Asia,MiscCrop,2025,1.62043
3C,Southeast Asia,NutsSeeds,2015,5.08834
3C,Southeast Asia,NutsSeeds,2020,5.60891
3C,Southeast Asia,NutsSeeds,2025,6.10169
3C,Southeast Asia,OilCrop,2015,8.53182
3C,Southeast Asia,OilCrop,2020,9.43767
3C,Southeast Asia,OilCrop,2025,10.2596
3C,Southeast Asia,OilPalm,2015,6.01319
3C,Southeast Asia,OilPalm,2020,6.65197
3C,Southeast Asia,OilPalm,2025,7.20627
3C,Southeast Asia,OtherGrain,2015,3.46941
3C,Southeast Asia,OtherGrain,2020,3.6715
3C,Southeast Asia,OtherGrain,2025,3.81377
3C,Southeast Asia,OtherMeat_Fish,2015,12.0968
3C,Southeast Asia,OtherMeat_Fish,2020,13.3634
3C,Southeast Asia,OtherMeat_Fish,2025,14.4111
3C,Southeast Asia,Pork,2015,12.3337
3C,Southeast Asia,Pork,2020,13.6872
3C,Southeast Asia,Pork,2025,14.8089
3C,Southeast Asia,Poultry,2015,10.093
3C,Southeast Asia,Poultry,2020,11.1577
3C,Southeast Asia,Poultry,2025,12.089
3C,Southeast Asia,Rice,2015,126.292
3C,Southeast Asia,Rice,2020,132.85
3C,Southeast Asia,Rice,2025,137.248
3C,Southeast Asia,RootTuber,2015,9.80623
3C,Southeast Asia,RootTuber,2020,10.3369
3C,Southeast Asia,RootTuber,2025,10.6636
3C,Southeast Asia,SheepGoat,2015,0.29818
3C,Southeast Asia,SheepGoat,2020,0.3296
3C,Southeast Asia,SheepGoat,2025,0.355692
3C,Southeast Asia,Soybean,2015,6.71525
3C,Southeast Asia,Soybean,2020,7.47848
3C,Southeast Asia,Soybean,2025,8.17542
3C,Southeast Asia,SugarCrop,2015,28.7702
3C,Southeast Asia,SugarCrop,2020,31.8103
3C,Southeast Asia,SugarCrop,2025,34.4597
3C,Southeast Asia,Vegetables,2015,8.15349
3C,Southeast Asia,Vegetables,2020,9.01462
3C,Southeast Asia,Vegetables,2025,9.73829
3C,Southeast Asia,Wheat,2015,15.9055
3C,Southeast Asia,Wheat,2020,16.8544
3C,Southeast Asia,Wheat,2025,17.5104
3C,Taiwan,Beef,2015,0.136897
3C,Taiwan,Beef,2020,0.140958
3C,Taiwan,Beef,2025,0.140872
3C,Taiwan,Corn,2015,0.426071
3C,Taiwan,Corn,2020,0.430699
3C,Taiwan,Corn,2025,0.422637
3C,Taiwan,Dairy,2015,0.565996
3C,Taiwan,Dairy,2020,0.582258
3C,Taiwan,Dairy,2025,0.581647
3C,Taiwan,Fruits,2015,0.627847
3C,Taiwan,Fruits,2020,0.646815
3C,Taiwan,Fruits,2025,0.646367
3C,Taiwan,Legumes,2015,0.1435
3C,Taiwan,Legumes,2020,0.148534
3C,Taiwan,Legumes,2025,0.149251
3C,Taiwan,MiscCrop,2015,0.15331
3C,Taiwan,MiscCrop,2020,0.158225
3C,Taiwan,MiscCrop,2025,0.158333
3C,Taiwan,NutsSeeds,2015,0.454949
3C,Taiwan,NutsSeeds,2020,0.470163
3C,Taiwan,NutsSeeds,2025,0.475322
3C,Taiwan,OilCrop,2015,0.311172
3C,Taiwan,OilCrop,2020,0.320042
3C,Taiwan,OilCrop,2025,0.321721
3C,Taiwan,OilPalm,2015,0.607473
3C,Taiwan,OilPalm,2020,0.627214
3C,Taiwan,OilPalm,2025,0.630023
3C,Taiwan,OtherGrain,2015,0.343235
3C,Taiwan,OtherGrain,2020,0.347586
3C,Taiwan,OtherGrain,2025,0.341739
3C,Taiwan,OtherMeat_Fish,2015,0.367605
3C,Taiwan,OtherMeat_Fish,2020,0.378314
3C,Taiwan,OtherMeat_Fish,2025,0.377564
3C,Taiwan,Pork,2015,1.55587
3C,Taiwan,Pork,2020,1.60561
3C,Taiwan,Pork,2025,1.60632
3C,Taiwan,Poultry,2015,1.07743
3C,Taiwan,Poultry,2020,1.11313
3C,Taiwan,Poultry,2025,1.11497
3C,Taiwan,Rice,2015,2.57967
3C,Taiwan,Rice,2020,2.59675
3C,Taiwan,Rice,2025,2.54125
3C,Taiwan,RootTuber,2015,0.178885
3C,Taiwan,RootTuber,2020,0.180365
3C,Taiwan,RootTuber,2025,0.17616
3C,Taiwan,SheepGoat,2015,0.030709
3C,Taiwan,SheepGoat,2020,0.0316593
3C,Taiwan,SheepGoat,2025,0.0316363
3C,Taiwan,Soybean,2015,3.04685
3C,Taiwan,Soybean,2020,3.16637
3C,Taiwan,Soybean,2025,3.20338
3C,Taiwan,SugarCrop,2015,1.62427
3C,Taiwan,SugarCrop,2020,1.67533
3C,Taiwan,SugarCrop,2025,1.68165
3C,Taiwan,Vegetables,2015,0.5328
3C,Taiwan,Vegetables,2020,0.549047
3C,Taiwan,Vegetables,2025,0.548768
3C,Taiwan,Wheat,2015,2.22861
3C,Taiwan,Wheat,2020,2.26376
3C,Taiwan,Wheat,2025,2.23263
3C,USA,Beef,2015,12.2673
3C,USA,Beef,2020,12.7471
3C,USA,Beef,2025,13.0824
3C,USA,Corn,2015,12.3926
3C,USA,Corn,2020,12.7789
3C,USA,Corn,2025,12.9486
3C,USA,Dairy,2015,36.3946
3C,USA,Dairy,2020,37.8076
3C,USA,Dairy,2025,38.761
3C,USA,FiberCrop,2015,0.960605
3C,USA,FiberCrop,2020,0.995988
3C,USA,FiberCrop,2025,1.02093
3C,USA,Fruits,2015,7.91026
3C,USA,Fruits,2020,8.21719
3C,USA,Fruits,2025,8.43876
3C,USA,Legumes,2015,2.92551
3C,USA,Legumes,2020,3.05509
3C,USA,Legumes,2025,3.1457
3C,USA,MiscCrop,2015,2.4844
3C,USA,MiscCrop,2020,2.58501
3C,USA,MiscCrop,2025,2.65307
3C,USA,NutsSeeds,2015,8.54519
3C,USA,NutsSeeds,2020,8.86373
3C,USA,NutsSeeds,2025,9.13071
3C,USA,OilCrop,2015,8.51981
3C,USA,OilCrop,2020,8.85068
3C,USA,OilCrop,2025,9.12199
3C,USA,OilPalm,2015,0.107204
3C,USA,OilPalm,2020,0.111644
3C,USA,OilPalm,2025,0.114894
3C,USA,OtherGrain,2015,12.3451
3C,USA,OtherGrain,2020,12.7482
3C,USA,OtherGrain,2025,12.9151
3C,USA,OtherMeat_Fish,2015,4.2173
3C,USA,OtherMeat_Fish,2020,4.37828
3C,USA,OtherMeat_Fish,2025,4.48522
3C,USA,Pork,2015,11.0388
3C,USA,Pork,2020,11.4778
3C,USA,Pork,2025,11.7756
3C,USA,Poultry,2015,20.3096
3C,USA,Poultry,2020,21.1193
3C,USA,Poultry,2025,21.6647
3C,USA,Rice,2015,6.45087
3C,USA,Rice,2020,6.62301
3C,USA,Rice,2025,6.6776
3C,USA,RootTuber,2015,9.11475
3C,USA,RootTuber,2020,9.37816
3C,USA,RootTuber,2025,9.45907
3C,USA,SheepGoat,2015,0.232683
3C,USA,SheepGoat,2020,0.241739
3C,USA,SheepGoat,2025,0.248288
3C,USA,Soybean,2015,29.775
3C,USA,Soybean,2020,31.0935
3C,USA,Soybean,2025,32.21
3C,USA,SugarCrop,2015,30.2018
3C,USA,SugarCrop,2020,31.39
3C,USA,SugarCrop,2025,32.2676
3C,USA,Vegetables,2015,4.86769
3C,USA,Vegetables,2020,5.05715
3C,USA,Vegetables,2025,5.19468
3C,USA,Wheat,2015,52.9771
3C,USA,Wheat,2020,55.0844
3C,USA,Wheat,2025,56.2179
